,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
104,2011,January,Wednesday,Night,Rural,Main Road,Rainy,381.0700522730031,1,107,26-40,Female,0.1807615130680341,0,Good,0,0,Severe,9,1,38.021728389892495,5952.026034877443,Dry,Weather,3,28092.028443351748,96223.9246234162,Australia,4781.48456814247
106,2011,December,Thursday,Morning,Rural,Street,Clear,207.70180080612056,4,69,41-60,Female,0.2050775311971817,1,Good,1,2,Minor,1,4,37.10989748622282,3308.334570834222,Icy,Drunk Driving,7,49114.539163594425,59894.106106277184,Asia,2029.088280318432
119,2012,April,Thursday,Evening,Urban,Highway,Windy,145.51102029418314,4,96,18-25,Male,0.154560567529278,0,Moderate,1,2,Moderate,12,4,42.20854966541496,6475.057646399328,Icy,Speeding,5,25276.11470075749,83663.29650713997,South America,543.5912872914912
126,2022,November,Friday,Evening,Rural,Highway,Clear,184.91156646343504,3,30,18-25,Female,0.055880427680197,0,Poor,2,2,Moderate,14,0,27.34307131537881,185.2183629971101,Snow-covered,Drunk Driving,1,49844.33368133688,55632.89699494132,North America,2803.426921059709
161,2008,November,Sunday,Morning,Urban,Highway,Clear,410.9056812668392,2,55,18-25,Female,0.0568976748594513,1,Poor,0,1,Moderate,12,0,17.457381236795072,7691.747619290594,Wet,Weather,3,19436.504742961777,93735.50506646518,North America,2348.195598212238
165,2017,March,Sunday,Afternoon,Rural,Main Road,Snowy,110.20881684610464,2,89,<18,Female,0.185164026486383,1,Moderate,0,1,Moderate,17,4,57.24930580826046,2451.027015426271,Dry,Mechanical Failure,7,17253.784908930298,41835.70732856316,Europe,3388.7414556984013
166,2024,August,Tuesday,Morning,Rural,Main Road,Rainy,203.3995169932272,4,108,26-40,Male,0.0656072919216682,0,Poor,1,2,Minor,6,0,9.447210093045596,4084.4436301520495,Icy,Weather,0,48985.01335562237,91998.64334541092,Asia,4782.912270885377
168,2011,February,Friday,Afternoon,Urban,Highway,Snowy,464.967687886355,2,53,18-25,Male,0.1006363093007891,1,Moderate,2,1,Minor,15,4,57.97750740942334,8316.254916379681,Icy,Weather,6,8404.749921800325,6125.47698636663,North America,2271.345154249929
173,2013,April,Wednesday,Night,Rural,Main Road,Clear,216.0056597314808,1,59,<18,Male,0.1754050618333544,1,Poor,1,1,Moderate,13,2,7.437480310866633,6344.798523724828,Dry,Weather,2,14488.18306871313,30049.34573327656,South America,319.5785875158827
175,2018,June,Monday,Night,Rural,Highway,Rainy,437.6517830330844,3,75,41-60,Female,0.2444031341428295,1,Moderate,2,1,Severe,18,0,33.50958569370139,7901.009160003207,Wet,Mechanical Failure,0,14859.448262164922,7089.27611880217,South America,2682.1258898424253
176,2024,April,Tuesday,Evening,Urban,Highway,Rainy,423.4836667762784,2,117,<18,Male,0.163001398364472,0,Good,1,1,Moderate,0,3,30.70680400614664,9240.624529499704,Dry,Drunk Driving,3,17633.108482150925,85427.68546971651,Australia,1766.3626120075555
187,2023,December,Thursday,Evening,Urban,Street,Snowy,154.46653305879852,2,64,61+,Male,0.0231077364714927,1,Good,1,2,Moderate,6,2,11.323538634496684,1462.492186879038,Icy,Weather,6,44476.53991108824,41418.447888382994,Europe,2733.179188450927
190,2020,June,Monday,Evening,Urban,Main Road,Clear,255.42104996744857,4,108,<18,Female,0.1477192527536363,1,Moderate,2,2,Moderate,9,4,11.991418776333363,7363.977068470517,Dry,Drunk Driving,1,28185.178537938373,62573.5918357071,Europe,3096.935184237091
196,2001,February,Wednesday,Evening,Urban,Main Road,Rainy,237.94677159328663,3,118,61+,Male,0.0840794731510056,1,Moderate,2,0,Minor,13,1,50.97729631989554,829.097540386265,Snow-covered,Mechanical Failure,0,45017.84894300687,2268.157043294362,North America,821.6095645336876
198,2019,August,Monday,Morning,Rural,Main Road,Clear,367.4047653833908,4,44,41-60,Male,0.1261102018678138,0,Good,1,0,Minor,17,2,12.67908573104833,3218.109958730364,Wet,Mechanical Failure,2,49274.06088823196,59414.3161477624,Asia,1897.4480714528995
200,2007,April,Saturday,Afternoon,Urban,Main Road,Clear,377.38372303719854,3,72,41-60,Female,0.0503605097518709,1,Moderate,0,0,Severe,18,0,56.714686530520034,5889.670456673917,Icy,Weather,7,24800.22928196129,39690.473346714665,North America,3746.136895358824
221,2021,June,Saturday,Morning,Rural,Street,Rainy,439.5505172116103,1,86,41-60,Female,0.0063340702502986,1,Poor,1,2,Severe,13,1,21.467738698041487,2741.862846155077,Dry,Speeding,1,41823.5871510251,13401.068402863908,Europe,462.9358414368459
231,2009,December,Monday,Morning,Urban,Main Road,Foggy,373.34409970759634,2,45,61+,Female,0.0416492037027151,0,Moderate,0,2,Moderate,9,4,16.953558658411076,4179.632759423375,Dry,Distracted Driving,7,36586.12408053744,71326.81960142459,Australia,4802.622961156814
248,2021,May,Saturday,Morning,Rural,Street,Windy,140.52815767561538,3,45,18-25,Female,0.1687638865133065,1,Poor,2,2,Minor,9,2,34.31727488602125,9422.651932623068,Snow-covered,Mechanical Failure,1,5712.174172584023,35716.32910695561,South America,3955.9258241580014
261,2019,July,Sunday,Morning,Rural,Highway,Clear,179.80155172708555,4,41,41-60,Male,0.0747530934716633,1,Moderate,2,2,Minor,11,2,40.771942428890846,4572.426857348723,Snow-covered,Drunk Driving,6,19734.47496115073,10867.890622627794,South America,3278.1018464456565
280,2022,January,Sunday,Afternoon,Urban,Highway,Windy,436.633066428315,3,80,18-25,Female,0.1923537998275926,0,Good,0,2,Minor,16,2,42.19532451864237,6116.510285425256,Snow-covered,Weather,8,47911.45710037518,10122.246728450073,Asia,1882.31623254189
286,2006,June,Tuesday,Afternoon,Rural,Highway,Clear,454.26514605719166,4,96,61+,Male,0.0156552125752068,1,Good,2,1,Minor,2,2,58.12695194098197,6884.069243105029,Wet,Speeding,4,32747.370702450145,77454.6104481803,South America,1935.046338706484
291,2018,September,Monday,Night,Rural,Street,Rainy,198.35442135413572,4,49,26-40,Female,0.1253133799570811,1,Moderate,1,0,Moderate,13,2,47.85855536205112,6998.01075848658,Icy,Distracted Driving,1,30737.889173724318,80565.2005244192,Asia,2609.700222376244
292,2011,March,Friday,Afternoon,Rural,Highway,Rainy,411.32807928243466,1,50,41-60,Female,0.1391338860506206,0,Poor,2,1,Moderate,19,4,6.332137617905399,1586.296945350843,Dry,Weather,3,40442.51829214645,19718.457429680533,North America,3104.417355217946
295,2004,May,Friday,Evening,Urban,Highway,Rainy,480.12100710902575,4,90,61+,Male,0.0097513458443432,0,Moderate,0,1,Severe,11,3,34.85398146909705,4763.513322823762,Dry,Speeding,0,8279.564543759796,87999.94904360129,Europe,1165.3159166047883
317,2003,May,Saturday,Afternoon,Urban,Main Road,Clear,286.29216003360705,2,64,<18,Female,0.1693440186311533,0,Poor,2,1,Severe,9,0,23.590366729811244,9752.752796623738,Wet,Distracted Driving,6,31567.631266655244,73098.373808499,Asia,410.48425935973967
347,2021,December,Sunday,Afternoon,Rural,Main Road,Rainy,301.34050126564523,4,70,<18,Male,0.1832434301890155,1,Moderate,1,1,Severe,7,1,19.779155228044296,9478.44651291142,Wet,Weather,7,48428.125642253945,29670.577002739414,Europe,3269.272281730125
352,2024,June,Friday,Evening,Rural,Main Road,Foggy,165.24962523472053,3,74,18-25,Male,0.2287762630727133,1,Poor,2,1,Moderate,3,2,18.251135132657943,4141.413045014198,Wet,Distracted Driving,1,19593.21309692843,18188.75120511855,North America,2567.704207782552
372,2003,October,Sunday,Morning,Urban,Street,Rainy,232.83076536155605,3,88,26-40,Female,0.092814406308731,0,Poor,0,1,Severe,5,4,47.38886407129888,9847.660443755363,Snow-covered,Distracted Driving,5,32663.10370527092,19493.23476246486,North America,4285.331580366818
374,2024,July,Sunday,Morning,Urban,Main Road,Windy,487.2752210959519,2,88,41-60,Male,0.2404386178346787,1,Moderate,0,1,Severe,13,1,31.54104081602292,2564.520506546007,Wet,Weather,9,21972.80015870209,86421.89590452354,Asia,3099.5727545867053
385,2015,February,Thursday,Afternoon,Urban,Main Road,Clear,304.39897851485875,2,114,<18,Female,0.1197965722612568,0,Poor,2,0,Minor,14,4,43.000353091154,2234.539857002186,Wet,Distracted Driving,4,22828.30640902729,66077.12250248627,North America,143.4277800655821
386,2002,January,Thursday,Night,Rural,Main Road,Windy,471.7524193215788,1,60,<18,Male,0.0081471258134163,1,Good,1,2,Minor,9,2,13.3088730398414,3971.260355045862,Wet,Speeding,5,42120.48733508661,40787.805990728986,Europe,3916.1969032636407
392,2023,February,Monday,Night,Urban,Street,Foggy,133.66820308850393,1,93,<18,Female,0.1961391082179552,1,Moderate,1,2,Moderate,5,0,52.17998526837655,543.774381157727,Wet,Speeding,8,21075.054020117448,49197.47029955961,Asia,2702.666547161561
396,2001,April,Tuesday,Afternoon,Urban,Main Road,Clear,308.8686082671177,4,100,26-40,Female,0.1834375492278655,1,Good,1,1,Minor,2,0,48.99813065129268,1702.37018630464,Wet,Speeding,3,15722.46080258988,35477.52662374978,Europe,484.00957798083545
397,2008,March,Tuesday,Night,Rural,Street,Windy,230.4436483000596,2,34,<18,Male,0.0255965719104433,0,Moderate,0,0,Severe,5,4,37.523893981169024,792.8136671465121,Icy,Weather,3,20946.892614335942,92131.23339790804,North America,4133.505837836282
435,2000,February,Saturday,Night,Rural,Main Road,Rainy,399.7751846104841,3,71,<18,Female,0.2123011061232943,0,Moderate,1,0,Minor,2,2,37.14835684375327,2907.070778522886,Icy,Weather,7,13796.56504294825,6862.484119581496,Australia,2450.898878861934
448,2009,October,Thursday,Morning,Rural,Street,Rainy,265.19028301644767,4,47,61+,Male,0.1303198629351749,0,Moderate,0,2,Moderate,0,3,42.04240542979135,9856.651326539037,Snow-covered,Mechanical Failure,0,8798.186587954782,4964.699679262305,Australia,4249.299120713073
451,2011,July,Sunday,Morning,Rural,Main Road,Rainy,74.76540620513734,1,62,61+,Female,0.0872227879632962,0,Moderate,1,1,Severe,17,0,9.22750189495794,3860.489509753496,Icy,Distracted Driving,7,27982.31631160987,32519.96926199788,South America,3336.6899704230746
461,2015,April,Wednesday,Evening,Urban,Main Road,Windy,118.90800047026796,3,37,26-40,Male,0.2390562634138161,1,Poor,2,2,Minor,16,3,50.80370106472612,4047.838724439484,Dry,Distracted Driving,2,39921.1568983612,1601.2110132917385,South America,2427.0229519054114
469,2003,September,Wednesday,Morning,Urban,Main Road,Clear,347.59827424206674,1,52,41-60,Female,0.2318156866118925,1,Poor,2,1,Severe,7,1,24.217105579247256,3891.932986064173,Dry,Drunk Driving,7,32210.179692590427,25938.20656810816,North America,3249.777726826027
471,2017,August,Wednesday,Evening,Rural,Highway,Rainy,67.50205457714391,4,38,61+,Male,0.1945991816416876,0,Moderate,2,1,Severe,2,0,49.89321870389683,5914.274914210482,Dry,Speeding,7,8507.150347430841,82473.20332845117,Australia,1045.8116196973683
477,2022,December,Wednesday,Morning,Rural,Highway,Windy,252.86761580942309,3,94,26-40,Male,0.1006416122535853,0,Poor,0,2,Moderate,7,0,49.64475907281437,2180.803754764694,Icy,Drunk Driving,7,19802.975585744472,62777.64687510568,South America,1259.3982696035334
478,2006,December,Wednesday,Night,Urban,Main Road,Foggy,82.60124397351964,4,99,61+,Female,0.2114846125776008,0,Moderate,1,0,Severe,16,0,40.9623319961532,5197.774619519557,Icy,Weather,8,34783.32311971029,12858.69618067476,Asia,2166.834935840403
483,2007,June,Tuesday,Afternoon,Rural,Street,Rainy,164.04933559168427,2,67,26-40,Male,0.0284561506686864,1,Poor,1,2,Minor,7,3,47.88931323203215,8832.064017811252,Snow-covered,Drunk Driving,4,9429.217170105345,78005.48270274627,Europe,1834.1331225478712
501,2010,May,Wednesday,Morning,Urban,Main Road,Foggy,492.3233780737233,3,37,<18,Male,0.0748981921813995,1,Poor,1,2,Minor,3,1,29.99417421665827,9186.628806378898,Wet,Mechanical Failure,5,46834.20977994867,23299.3787431092,Australia,1745.811715085814
506,2010,August,Monday,Afternoon,Urban,Street,Foggy,269.2507920442066,1,60,61+,Female,0.1496445653918504,1,Poor,0,2,Severe,4,3,31.55280465317123,8082.778253208274,Snow-covered,Mechanical Failure,7,45703.31380716524,64244.11685888951,Europe,4775.441900745449
516,2003,July,Monday,Evening,Urban,Street,Snowy,492.8105662510985,4,30,61+,Female,0.1905647327274366,1,Moderate,0,1,Moderate,4,2,23.822203298878968,6295.245840885836,Dry,Drunk Driving,0,44678.88371824116,26474.886185674368,Europe,2128.919228527539
520,2022,April,Saturday,Afternoon,Rural,Street,Clear,275.2158635242817,2,48,41-60,Female,0.1349477918370537,1,Moderate,0,2,Minor,7,1,56.38191780866142,7263.869137594032,Icy,Drunk Driving,0,28041.708380758064,80686.5575386111,Europe,4399.728889228309
524,2023,December,Saturday,Afternoon,Urban,Main Road,Rainy,472.8541597230175,2,99,<18,Male,0.1887451733443946,0,Moderate,0,1,Moderate,11,2,19.313367015335636,1099.8500344949607,Dry,Speeding,5,22585.90234453024,28507.750020202577,Australia,2112.0538793973515
528,2008,February,Friday,Evening,Rural,Highway,Rainy,130.13704476794342,4,104,<18,Female,0.2463761244604964,1,Good,1,2,Severe,2,2,39.370811728608416,5041.408054324258,Wet,Drunk Driving,1,28160.97707270518,35742.8190088418,Asia,2995.1893053326703
529,2007,February,Monday,Afternoon,Rural,Main Road,Clear,77.62765467694194,1,92,<18,Female,0.0092192756912551,1,Moderate,1,0,Minor,13,2,29.869260356843466,5901.961308886735,Dry,Mechanical Failure,2,29476.33509909764,17968.84561002633,South America,1768.075623258558
545,2019,August,Saturday,Morning,Urban,Main Road,Rainy,379.34906603534745,4,35,61+,Female,0.0388230209985231,0,Moderate,0,1,Moderate,16,1,20.76021942594918,8853.589543931603,Snow-covered,Distracted Driving,3,45786.828002604285,11003.043233873934,Europe,4876.38879744826
562,2004,November,Sunday,Evening,Urban,Main Road,Foggy,154.86952669670978,2,35,<18,Male,0.173118383501645,0,Poor,0,0,Moderate,1,1,48.99736799571919,8129.592751182695,Snow-covered,Distracted Driving,2,21688.00999738892,43578.67172455644,Asia,2634.4032013715123
576,2005,March,Monday,Afternoon,Rural,Street,Rainy,315.5121904358609,2,89,41-60,Female,0.230831406013515,1,Moderate,2,2,Moderate,9,3,38.52998563973067,2801.269490364696,Snow-covered,Speeding,7,7419.173745154502,77344.24628878088,South America,3092.6422423046884
604,2018,August,Friday,Night,Rural,Highway,Snowy,416.96820987284246,3,102,26-40,Male,0.1036807191861816,0,Poor,0,2,Minor,5,2,30.03118588827548,4792.517047886533,Wet,Drunk Driving,6,33932.89390987911,33502.48806972802,Asia,4562.723970180805
614,2005,March,Wednesday,Morning,Urban,Main Road,Snowy,90.02889412381838,3,46,61+,Female,0.2237691282406236,0,Good,0,2,Minor,11,1,36.67983848608278,1015.3862145446308,Dry,Weather,6,8250.201796335372,55828.35618204742,Europe,4646.600535964021
620,2010,August,Wednesday,Evening,Urban,Highway,Rainy,329.4398490819232,2,107,18-25,Female,0.2279091985412942,1,Moderate,0,1,Moderate,2,4,52.93118229234166,8385.085891501925,Snow-covered,Speeding,7,46130.06062307811,17368.96099609218,North America,2844.460126009128
638,2010,March,Wednesday,Night,Rural,Main Road,Windy,156.27883607015963,2,50,61+,Male,0.0303817996286211,0,Moderate,0,1,Severe,8,4,21.10828371233319,4332.018324896831,Dry,Mechanical Failure,1,40557.54000976033,49812.21069657654,North America,1001.9460015710628
658,2006,August,Thursday,Afternoon,Urban,Street,Snowy,141.72226933694836,1,60,<18,Female,0.2228796271245443,0,Poor,1,1,Minor,4,3,36.22689382242714,8478.795503266556,Wet,Drunk Driving,6,4844.883969327563,66135.03877668583,Australia,4800.70321475947
672,2023,January,Tuesday,Afternoon,Rural,Main Road,Clear,107.58108282389053,2,53,26-40,Male,0.1718173705354317,0,Good,2,0,Moderate,4,4,54.13723817137474,5437.473466798721,Snow-covered,Speeding,5,14217.839317141295,87204.42640006509,Europe,1606.6374580522809
680,2015,March,Saturday,Afternoon,Urban,Street,Windy,128.7826668340155,2,118,<18,Male,0.0294620970214509,0,Good,0,1,Minor,6,4,18.76989812580648,2153.500534219335,Icy,Drunk Driving,2,6785.252568161892,5773.444947393599,Asia,4699.001712871522
691,2000,November,Saturday,Morning,Rural,Main Road,Foggy,370.2984217409619,2,118,26-40,Female,0.123592582979943,1,Good,2,0,Moderate,13,1,17.195699441008966,1308.0815148329748,Icy,Distracted Driving,0,32185.92335205825,27167.3058869318,South America,1230.1173903843512
694,2016,September,Tuesday,Afternoon,Rural,Highway,Foggy,82.81697322830126,4,113,26-40,Female,0.2425516601025694,1,Moderate,2,2,Moderate,7,0,35.16739315271564,9904.6585758461,Snow-covered,Speeding,4,17193.35257919804,32834.33429138955,South America,1967.2365985323272
698,2006,November,Thursday,Morning,Urban,Highway,Clear,385.6598754215906,3,78,26-40,Female,0.1566481276058079,0,Good,2,2,Severe,11,4,23.824430539219907,368.0298655778493,Snow-covered,Drunk Driving,0,40831.42535877212,1597.4806181662457,North America,1365.6603746140363
700,2015,September,Friday,Afternoon,Urban,Main Road,Foggy,180.8086801951169,2,41,41-60,Female,0.0587796165078914,0,Good,2,0,Minor,6,1,53.3970135868291,9143.93990943565,Wet,Drunk Driving,5,27995.180436335228,51223.50640497074,Australia,1051.1879993323173
701,2013,September,Thursday,Evening,Urban,Highway,Snowy,336.82723985373417,4,118,61+,Male,0.1424134536736301,1,Good,1,1,Minor,4,0,34.379622206448566,3436.889945834996,Wet,Mechanical Failure,5,30173.34346004745,73893.75733563783,South America,2261.5577455727785
705,2023,September,Tuesday,Night,Urban,Main Road,Snowy,222.19189916190035,2,61,18-25,Male,0.2064068904470019,1,Moderate,0,2,Moderate,6,1,37.98564469634282,4074.1337307373,Icy,Distracted Driving,8,43939.78888071945,39162.37672154384,South America,817.5966863142064
721,2012,August,Monday,Evening,Urban,Highway,Foggy,58.05006620424986,4,101,41-60,Female,0.1731859995138377,1,Moderate,1,0,Severe,11,4,14.280938630433662,1718.0032583125055,Icy,Speeding,2,42600.68540527833,58856.166280106976,South America,3673.757549615512
726,2008,May,Sunday,Morning,Urban,Street,Clear,431.4690221370195,3,92,26-40,Male,0.116366000621936,0,Moderate,2,1,Minor,2,2,22.645912273841745,3120.662507538238,Wet,Mechanical Failure,8,46062.818336157776,96075.76608002555,Europe,114.17360406779936
749,2009,June,Wednesday,Afternoon,Rural,Street,Rainy,246.582344241746,3,46,61+,Female,0.071434932442893,1,Moderate,2,2,Severe,2,3,58.22945330059997,5409.079463081807,Icy,Distracted Driving,1,8204.64538321164,60634.4149246019,South America,1278.5805317321012
755,2021,July,Friday,Morning,Rural,Main Road,Rainy,438.76309627296905,1,104,<18,Male,0.1095594118726933,1,Moderate,2,1,Minor,13,1,16.01026337599408,7010.032811621758,Wet,Mechanical Failure,6,22602.033896954268,91689.78349233232,Australia,1752.095709540505
786,2007,December,Thursday,Evening,Rural,Highway,Foggy,183.44828525832355,1,110,61+,Male,0.021630618004381,1,Poor,2,1,Minor,14,3,13.732744507489038,3742.452685209238,Dry,Speeding,3,37897.3704302378,66813.96659814981,South America,3845.946226630513
791,2009,September,Wednesday,Morning,Urban,Main Road,Foggy,396.1840478167274,1,78,61+,Female,0.2194610927463892,1,Good,2,0,Minor,17,1,8.468070930097166,8623.92686666087,Wet,Mechanical Failure,8,47452.553895956335,64007.326589545424,Asia,4981.114635561944
818,2015,January,Wednesday,Evening,Urban,Main Road,Windy,60.90001751130842,1,62,61+,Female,0.2441106884605673,0,Moderate,0,2,Minor,15,2,59.4294288058096,2750.844788759719,Snow-covered,Weather,3,25680.97127847852,89141.66041002223,Australia,4923.964525524385
845,2016,June,Saturday,Afternoon,Rural,Highway,Rainy,236.8824671903835,4,66,<18,Female,0.1942792875734095,0,Poor,2,0,Minor,8,0,21.001701447550776,114.12441590460276,Dry,Distracted Driving,3,15612.252106010075,1979.848652861452,North America,3957.338141802182
848,2022,April,Monday,Evening,Rural,Street,Foggy,236.28395603820584,1,84,<18,Male,0.1594707609208105,0,Poor,2,0,Minor,1,0,45.511664223873744,3207.277589084615,Dry,Drunk Driving,3,18566.917961904688,96669.93293353076,Europe,2445.4275768092098
857,2000,September,Sunday,Afternoon,Rural,Street,Rainy,131.42932964187818,2,100,41-60,Female,0.1451118394003096,1,Good,0,2,Severe,12,4,10.149159946391377,1045.5510095382074,Wet,Mechanical Failure,5,45730.39052887017,49587.49047997064,North America,1446.8040683595402
864,2024,July,Wednesday,Afternoon,Urban,Main Road,Windy,441.1529057049296,4,69,18-25,Female,0.0057987286261286,0,Good,0,2,Minor,1,4,32.8129566652198,6316.510695334306,Wet,Weather,4,38540.21456780372,74789.56134612237,Europe,4357.141573590262
881,2023,May,Friday,Morning,Rural,Street,Windy,423.3557408929527,3,74,41-60,Female,0.2137578327594786,0,Poor,1,0,Severe,11,1,43.797100788415314,7804.29415492945,Icy,Weather,2,26834.91643545992,4780.091910160889,Asia,3780.151362991199
882,2008,February,Tuesday,Morning,Rural,Main Road,Foggy,133.82101482174824,2,92,18-25,Female,0.2392240981590722,1,Moderate,0,0,Minor,16,1,48.80391532690928,4393.007716811837,Wet,Drunk Driving,5,2951.358654494425,94982.05039699514,Asia,3216.551355400205
883,2024,January,Monday,Evening,Urban,Main Road,Rainy,181.8010205934293,1,73,61+,Female,0.0947055894202611,0,Poor,1,1,Severe,15,4,12.767772506962366,3345.7938723396774,Snow-covered,Mechanical Failure,6,37592.64431981377,51458.51812631934,South America,390.2000892592422
893,2022,July,Wednesday,Morning,Urban,Street,Snowy,253.6692814897624,1,53,61+,Male,0.0457847721398074,0,Good,2,2,Moderate,19,3,59.127424818373015,9464.635175571808,Wet,Weather,3,12106.1723723809,25861.06912510834,Europe,2052.3885650189786
896,2009,October,Monday,Evening,Urban,Main Road,Snowy,445.4576152501334,2,102,41-60,Male,0.2385193115789226,0,Moderate,1,1,Minor,4,2,18.55081645865024,8730.559876448773,Icy,Distracted Driving,2,48623.54012236203,43917.33492097262,North America,3359.933656530991
900,2014,September,Sunday,Afternoon,Urban,Highway,Foggy,320.3826501858546,2,86,61+,Female,0.1163360674211008,0,Good,2,0,Moderate,18,0,59.233575731965615,8874.3575881723,Dry,Drunk Driving,1,32280.59493138095,44040.76478947265,Europe,3211.0517918992723
906,2002,March,Thursday,Evening,Urban,Main Road,Rainy,475.8393844071697,3,61,61+,Female,0.0326775525449847,1,Good,1,2,Severe,1,2,21.827829600791084,5631.8879553391325,Snow-covered,Distracted Driving,9,34494.6931223084,23909.24857491586,Europe,325.0035532594176
912,2008,September,Monday,Afternoon,Urban,Street,Foggy,99.95090919563096,4,73,26-40,Male,0.2377915411525386,0,Poor,0,0,Severe,10,4,14.548387694576528,8175.590483606693,Snow-covered,Distracted Driving,1,37797.30586669949,63237.63796392711,Asia,2772.607770982897
917,2021,August,Wednesday,Evening,Urban,Highway,Clear,301.2967937876497,2,108,26-40,Male,0.050373629102503,0,Moderate,0,1,Minor,12,2,8.252699643435534,9585.288852642116,Wet,Speeding,1,12538.816748562333,52197.99164726533,Europe,4622.789589007525
940,2008,March,Wednesday,Night,Rural,Main Road,Foggy,319.3872833613351,3,104,<18,Female,0.2285962936697018,0,Moderate,2,1,Moderate,5,4,23.88405703773608,7690.724884826551,Snow-covered,Drunk Driving,0,1461.9684708685536,14975.44638190766,Europe,1601.1158352855148
