,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
211,2006,October,Wednesday,Morning,Rural,Street,Foggy,307.43663107476755,1,39,41-60,Female,0.0738131861797573,1,Good,0,1,Severe,19,2,24.71907664866381,1975.006798732894,Snow-covered,Drunk Driving,2,42091.10013783404,30010.01207016155,Asia,2430.7263630374555
249,2015,June,Friday,Afternoon,Rural,Main Road,Rainy,138.60146344563748,4,101,61+,Female,0.1814250286591464,0,Good,1,0,Severe,14,1,21.76264222844179,523.7877973485922,Dry,Distracted Driving,9,6136.738125274056,58035.35823916719,Asia,3176.770272018997
262,2001,February,Monday,Night,Rural,Highway,Clear,177.36674490604636,2,90,<18,Female,0.0408158061953726,0,Poor,1,2,Minor,14,4,59.60461935754871,740.7902073103604,Snow-covered,Drunk Driving,2,10719.094219812256,38480.42048344346,South America,3935.591937409719
270,2002,December,Wednesday,Evening,Rural,Main Road,Clear,265.93372975438626,3,33,26-40,Female,0.0330512752682677,0,Moderate,0,1,Moderate,13,1,13.805473797369526,6376.564374038845,Dry,Drunk Driving,0,5795.852518409058,68300.92103583491,North America,4176.788974991925
288,2017,July,Wednesday,Evening,Urban,Highway,Clear,253.94158858630743,3,54,26-40,Male,0.1323857661628344,1,Good,0,1,Minor,19,3,56.40315036630562,8677.738670273535,Wet,Weather,4,44853.403762812464,40530.07934787312,South America,1686.6380830574712
289,2007,July,Friday,Night,Urban,Main Road,Snowy,158.08368107909976,4,81,41-60,Female,0.1459297171478588,1,Moderate,2,0,Minor,5,4,26.622629818966388,4109.389362649376,Dry,Drunk Driving,9,31171.92580952397,78642.19921202729,Europe,696.9167712497778
293,2015,December,Sunday,Evening,Urban,Highway,Rainy,350.1027148514432,3,74,41-60,Female,0.0032285858570876,1,Good,0,2,Severe,1,1,5.935370112460175,5545.965843425292,Snow-covered,Distracted Driving,6,36998.108309907184,82412.9897954031,Australia,1439.9410358338775
294,2008,April,Friday,Evening,Rural,Main Road,Snowy,459.6476269695684,4,95,<18,Female,0.024126279357042,0,Poor,2,2,Minor,2,1,27.19581210093882,3022.881573635901,Icy,Distracted Driving,5,2391.2628741543967,33639.165512783555,Asia,2581.770630647951
302,2015,September,Tuesday,Morning,Urban,Street,Rainy,472.7645198449972,1,110,61+,Female,0.0744775698127042,0,Good,0,0,Minor,13,2,35.707761684473255,8527.081340031997,Dry,Speeding,6,33290.4506150656,39250.7060573936,North America,4203.049953149747
308,2015,May,Tuesday,Afternoon,Urban,Highway,Snowy,478.0216350628517,4,94,41-60,Female,0.1208793016279701,0,Poor,2,0,Severe,17,1,7.3422894951015,7109.8547135717245,Wet,Weather,9,3909.0159447402457,45317.298757178905,North America,1213.886454315518
310,2006,June,Thursday,Morning,Rural,Highway,Clear,248.18134918443167,2,112,18-25,Male,0.0294681885074799,0,Poor,2,1,Severe,15,0,57.62700877579361,8085.00512955038,Wet,Distracted Driving,7,46803.45024220616,12839.718767760543,Australia,4813.918785091848
333,2000,April,Monday,Morning,Rural,Main Road,Rainy,420.2720008938885,4,36,18-25,Female,0.2268988113771695,1,Poor,1,2,Moderate,14,4,12.119398488203768,1123.8863838218706,Wet,Speeding,9,4684.152982966294,61332.38061376719,South America,1881.5559454144247
350,2003,September,Tuesday,Afternoon,Rural,Street,Foggy,405.96627004754026,3,102,18-25,Male,0.000451684802387,0,Poor,1,1,Minor,10,1,31.61792250484583,7050.172029790015,Icy,Speeding,7,46645.2982143597,34073.883899240354,South America,2817.6211608153744
353,2023,December,Thursday,Evening,Rural,Highway,Windy,132.7851349405878,4,63,61+,Female,0.1797645223160368,0,Good,2,0,Severe,6,4,21.21087297662727,2310.994627393836,Wet,Mechanical Failure,6,37245.55327346962,93872.61591209132,North America,4259.889127838301
358,2006,April,Thursday,Afternoon,Rural,Street,Rainy,133.34510450589335,1,51,61+,Female,0.0915493493949528,1,Poor,0,0,Severe,17,1,49.90389664440222,8505.965882337878,Icy,Speeding,9,30218.71872940372,25221.38669198471,Asia,2203.907982018843
365,2016,July,Wednesday,Evening,Rural,Main Road,Windy,462.3407242179589,4,63,41-60,Male,0.0054302543703987,1,Poor,0,2,Moderate,11,0,14.554995711612436,3913.3250301084154,Dry,Weather,0,21981.318627050645,56730.74623430736,Europe,4293.378446005117
377,2018,October,Sunday,Afternoon,Urban,Street,Rainy,316.73292142727576,2,50,18-25,Male,0.18753405086889,0,Poor,1,1,Severe,3,0,24.546603354732,8418.82403988737,Dry,Speeding,8,3871.7482393497417,35630.014593107844,North America,40.130261263645
387,2019,February,Monday,Night,Urban,Main Road,Snowy,167.54672242922624,2,105,<18,Female,0.1888071952447521,0,Good,1,2,Minor,11,3,24.70509319464815,2901.74020561244,Wet,Weather,6,36157.09625156871,52310.15527964334,Europe,4462.930725974402
391,2000,March,Friday,Morning,Rural,Main Road,Snowy,447.81129121068966,1,69,18-25,Female,0.165819509023384,1,Moderate,0,0,Moderate,11,1,51.42703411920959,3354.742186325135,Icy,Weather,5,36082.52938240041,88278.22289725833,Europe,4781.579668927358
399,2013,July,Friday,Afternoon,Urban,Main Road,Foggy,448.8586926372816,3,67,<18,Female,0.1231139427767816,1,Moderate,0,1,Moderate,16,2,58.79278025011633,3184.8109401540837,Icy,Drunk Driving,8,29304.107578439693,95118.93350596716,Europe,4638.935151573993
401,2014,November,Wednesday,Evening,Urban,Main Road,Clear,167.420898456642,3,88,18-25,Male,0.1124185822438246,0,Moderate,1,1,Minor,19,4,25.90212129180486,6038.197279348764,Wet,Weather,0,32638.36574598841,16003.864684126656,North America,3313.9187175472
406,2016,September,Wednesday,Night,Rural,Highway,Rainy,176.69529031139,3,71,61+,Male,0.0961309232537228,0,Poor,1,2,Moderate,8,2,26.16559090862255,144.7224115350882,Wet,Distracted Driving,3,31119.500528388835,91321.10297416888,North America,292.8010170682944
415,2014,September,Wednesday,Morning,Rural,Main Road,Windy,56.33147483712478,2,42,26-40,Female,0.2074771447498558,0,Moderate,1,0,Severe,8,3,44.161675086591245,2202.048407567983,Snow-covered,Weather,2,43244.43011910014,75615.20918111793,Australia,4153.190037426036
429,2005,June,Saturday,Evening,Urban,Street,Windy,193.53211361767777,2,91,<18,Male,0.2100831370706654,1,Moderate,2,0,Moderate,9,3,38.8670956965564,7782.771296268409,Wet,Mechanical Failure,6,12082.81113150483,19109.601207436142,Europe,4191.534388182937
434,2009,August,Saturday,Night,Rural,Highway,Clear,193.5170515486758,3,105,61+,Female,0.0471689880481054,1,Moderate,0,2,Severe,10,0,35.29374981929885,3460.700770442108,Snow-covered,Mechanical Failure,1,40939.79167705796,77083.61335791148,North America,4488.435320323439
444,2010,July,Wednesday,Morning,Urban,Main Road,Clear,168.5926526765246,2,30,18-25,Male,0.1276796259673911,0,Moderate,1,2,Moderate,10,1,11.827014460433016,2069.36132443705,Icy,Drunk Driving,0,49637.82426303278,15688.565397714085,South America,1309.5502955279412
462,2018,June,Monday,Afternoon,Urban,Highway,Windy,56.415598629030654,2,85,<18,Female,0.0828458583284301,1,Moderate,1,1,Moderate,13,4,13.133124399290532,2824.986071767003,Snow-covered,Distracted Driving,8,16541.49919745647,71466.3654331514,Asia,4681.872670342365
481,2015,February,Monday,Morning,Rural,Highway,Windy,157.70661859146873,1,112,26-40,Female,0.1474972268354786,0,Moderate,1,1,Minor,12,0,56.684887461055006,8732.004361270254,Snow-covered,Distracted Driving,2,29263.474434432763,21549.02075310402,Australia,2521.2968671536805
484,2022,July,Sunday,Afternoon,Rural,Highway,Windy,123.41422026949422,3,104,26-40,Male,0.0664590625318754,1,Moderate,0,2,Moderate,4,0,11.899784603582518,8327.56004448627,Wet,Mechanical Failure,2,20184.29258303452,73161.59363523142,Australia,2720.49333312406
518,2007,April,Wednesday,Afternoon,Urban,Highway,Snowy,184.09617279051807,2,117,41-60,Male,0.2327477825004072,1,Moderate,2,2,Moderate,12,4,22.08715079814685,9595.932007373389,Dry,Weather,6,6200.988476503632,59506.46379796608,Asia,3043.80484242537
519,2024,January,Monday,Night,Urban,Main Road,Clear,249.8253297182237,4,48,18-25,Female,0.0593674436602075,0,Moderate,1,0,Minor,19,0,37.12710662759942,8826.336392766749,Snow-covered,Drunk Driving,7,32136.88792855809,64220.97034547272,Europe,2947.402010276824
521,2016,July,Thursday,Night,Rural,Street,Rainy,73.4688195745419,3,82,61+,Female,0.1222197632815221,0,Poor,2,1,Minor,6,0,52.03514304005533,3781.802737421925,Icy,Distracted Driving,6,9845.24962476468,59315.037170351,Asia,594.5828292763034
527,2010,December,Saturday,Evening,Urban,Highway,Windy,93.5895622844854,2,90,<18,Female,0.0371578443590454,1,Moderate,1,1,Moderate,19,4,25.714598357768285,2321.09068821695,Dry,Drunk Driving,4,14569.300761546714,34707.87464107864,Australia,1170.4810259589233
540,2019,September,Wednesday,Morning,Urban,Street,Rainy,128.01849317269756,3,31,<18,Female,0.0837899648301326,0,Poor,2,1,Minor,12,1,39.89147450481904,5353.664373116074,Icy,Speeding,4,3536.772041945101,4823.396500140721,North America,1062.4428550454604
550,2003,February,Tuesday,Night,Urban,Highway,Clear,140.11480017565083,1,37,18-25,Male,0.066736800492577,0,Poor,1,2,Moderate,16,0,51.50933376264759,3298.8317004841374,Dry,Mechanical Failure,0,6298.709937425778,7318.647339900671,North America,3356.6315952756404
551,2023,June,Friday,Afternoon,Urban,Main Road,Foggy,473.12995400952303,3,116,26-40,Male,0.0949592585186165,0,Moderate,0,0,Moderate,2,0,41.4017730401265,5337.08735843527,Dry,Drunk Driving,4,8227.43998739069,32671.28483518192,Asia,3363.5478382032293
552,2013,August,Sunday,Afternoon,Urban,Street,Snowy,378.1396733368352,4,88,41-60,Male,0.0666764678111661,0,Moderate,1,1,Severe,12,0,50.18829494180277,5860.499971956795,Wet,Weather,2,47421.213310365696,26703.283680663262,Australia,597.2966861806548
556,2019,August,Thursday,Afternoon,Urban,Highway,Windy,419.8040122098476,3,51,41-60,Male,0.2018333596351933,0,Good,0,1,Minor,3,1,58.86657469720945,9786.68133528672,Snow-covered,Weather,5,46474.37756815545,39904.21528605942,Asia,2433.844147610564
560,2004,February,Thursday,Evening,Rural,Highway,Snowy,498.141891698977,4,91,18-25,Female,0.2485340322476505,1,Poor,0,0,Minor,12,0,30.603405301109547,1903.3363679375188,Snow-covered,Mechanical Failure,4,29329.352746425226,85602.70220182085,Australia,1301.1801530120208
568,2013,August,Tuesday,Afternoon,Rural,Street,Rainy,230.86612710437737,2,57,41-60,Male,0.0223913733193949,1,Moderate,1,0,Severe,10,4,35.83861295827023,8235.74181266549,Dry,Distracted Driving,8,40977.48857832218,3628.9373097581592,North America,2620.317495239684
573,2008,July,Thursday,Night,Urban,Main Road,Windy,280.15140919269385,1,98,26-40,Female,0.0437097213551992,1,Moderate,1,2,Moderate,12,0,41.33269493285798,239.4364426898291,Snow-covered,Drunk Driving,2,15339.25683687822,2572.3423639705525,Europe,3775.04890774908
588,2012,January,Tuesday,Afternoon,Rural,Street,Clear,67.11405662794714,4,55,61+,Male,0.1307824351989928,1,Poor,2,0,Minor,19,3,5.381638584516514,6264.457712959945,Dry,Weather,5,44343.385663455774,14160.484765650306,North America,3547.8488463359568
592,2011,June,Tuesday,Night,Rural,Main Road,Snowy,93.49226643124211,4,89,<18,Female,0.0824521129596954,0,Moderate,1,0,Severe,2,0,41.54344248756195,984.4492344992866,Wet,Drunk Driving,8,32972.193362989696,81134.71352955316,North America,3198.723738335956
605,2010,July,Saturday,Night,Rural,Street,Foggy,198.50987951955227,4,30,41-60,Male,0.1945696157291981,1,Moderate,1,2,Moderate,1,2,17.354253262888513,3128.75978897467,Dry,Distracted Driving,9,4172.27146918642,42553.5985039507,North America,2667.2702434820576
606,2010,November,Thursday,Night,Rural,Main Road,Foggy,308.7246882311435,3,35,26-40,Female,0.0134633326411063,1,Good,0,0,Moderate,16,0,54.04871593781954,9021.236077082927,Wet,Mechanical Failure,7,9125.52907516223,77055.31269051896,North America,4726.453808152303
623,2000,July,Friday,Night,Urban,Street,Windy,53.91620212550546,1,36,18-25,Female,0.0612119830645701,1,Poor,1,1,Moderate,12,4,28.03037097762336,9959.980332058016,Wet,Drunk Driving,8,32118.66774667813,95558.6184365285,Australia,4297.106087720628
630,2014,May,Thursday,Night,Rural,Street,Snowy,288.7913429374832,2,52,18-25,Female,0.0864916993494633,0,Good,1,1,Minor,16,1,34.561139961789706,9329.252193923798,Wet,Mechanical Failure,0,13541.774778614754,25851.500327922957,Asia,4914.385452047985
641,2016,March,Sunday,Afternoon,Urban,Highway,Rainy,205.4879567546824,4,71,18-25,Male,0.0706160456624501,0,Good,0,2,Moderate,1,2,19.42366384340906,222.2819115745017,Icy,Drunk Driving,9,4739.720705055974,83786.2685152549,North America,1248.8705869447065
651,2003,December,Sunday,Evening,Rural,Street,Clear,124.85185256403358,4,86,<18,Male,0.0457590577570966,1,Good,0,0,Severe,19,2,46.9848332906304,6126.442490592859,Icy,Drunk Driving,4,1689.36871456628,50535.026513421646,Asia,2207.261725448076
661,2006,August,Monday,Evening,Rural,Highway,Clear,397.3866770384007,2,117,<18,Male,0.0207712497256476,0,Good,2,1,Moderate,4,2,6.79288998348386,1234.6097009937278,Wet,Weather,7,33155.88562477506,51709.08655922427,Asia,3025.8693031885277
665,2012,December,Sunday,Night,Urban,Street,Clear,90.91668448250074,2,112,61+,Female,0.0598348778580401,0,Poor,2,0,Severe,7,0,47.07672948093089,729.84323028171,Snow-covered,Mechanical Failure,5,8557.926343209107,38702.78962895493,Australia,3037.37874436405
674,2005,June,Sunday,Morning,Urban,Main Road,Foggy,383.056969940482,2,111,61+,Male,0.054338157309109,0,Poor,1,0,Minor,12,1,12.029421284906048,8157.976085784062,Snow-covered,Drunk Driving,8,5062.645219057582,13863.932823848412,South America,434.76118960985553
682,2014,June,Friday,Morning,Rural,Main Road,Foggy,494.1180409347964,2,99,<18,Female,0.1238005468587439,0,Moderate,0,1,Moderate,13,3,50.33408932118462,7372.320462389137,Wet,Weather,8,39346.61336682501,33925.602632016504,Europe,2906.943574217049
685,2008,August,Tuesday,Morning,Urban,Street,Windy,51.15066512949742,1,61,61+,Male,0.1488409298743663,1,Good,0,1,Minor,3,1,29.434399355680096,4126.08743155762,Wet,Speeding,3,10412.729764460266,7150.253069810566,North America,3473.8893006644253
692,2001,October,Saturday,Morning,Rural,Main Road,Clear,75.39369659492547,4,60,26-40,Male,0.2131505403692354,0,Moderate,1,0,Minor,11,4,49.68371774816167,2375.0861843708576,Icy,Mechanical Failure,2,34440.90678699069,68631.3838931873,Australia,1854.7969211521372
696,2007,November,Saturday,Evening,Rural,Street,Windy,91.231565257683,2,61,18-25,Male,0.1374518832378509,0,Poor,2,2,Severe,17,1,7.120823444509785,7105.391608898554,Wet,Speeding,7,28861.5315961062,98779.9329458102,South America,823.3787250007181
697,2015,September,Monday,Evening,Rural,Street,Windy,369.946730064544,1,30,41-60,Male,0.1022992849973296,1,Moderate,0,0,Minor,8,0,20.707717397457223,4136.165057599829,Icy,Speeding,1,1303.4078258408842,71179.88870240792,Europe,1230.7169036651007
699,2015,May,Thursday,Afternoon,Rural,Highway,Foggy,62.97319815617688,3,60,<18,Male,0.147850205271314,0,Moderate,0,0,Minor,18,3,45.80822667575071,3397.721674648144,Snow-covered,Drunk Driving,4,39011.925310537335,98705.91552993243,North America,292.4704452947188
707,2006,July,Thursday,Afternoon,Rural,Highway,Windy,314.02452820572097,3,119,41-60,Female,0.0009449685360508,0,Good,1,2,Minor,16,0,56.1660251654429,9291.577262181385,Wet,Distracted Driving,6,30469.710174762786,37627.13073782103,Europe,919.436244178307
711,2018,December,Friday,Afternoon,Urban,Main Road,Snowy,68.24830542815926,4,117,41-60,Male,0.0913474105942422,1,Good,2,0,Severe,5,2,51.80210079751751,1824.8621403754205,Snow-covered,Mechanical Failure,1,34438.77513742175,22135.0587003005,Australia,1026.8270863121957
714,2019,November,Wednesday,Night,Urban,Street,Rainy,276.57526504478784,3,34,61+,Male,0.0745823540057386,1,Poor,2,0,Minor,2,1,53.51553518500463,9404.677213570196,Icy,Mechanical Failure,8,18783.32957042953,50033.18616687044,Europe,2876.8650059353763
718,2006,September,Monday,Morning,Urban,Highway,Snowy,368.9094501800325,2,54,18-25,Male,0.2387335229379477,0,Moderate,2,0,Severe,1,1,58.87385570066519,1441.8787886859247,Icy,Mechanical Failure,4,5152.744564556475,16539.47514535674,South America,1967.143613104707
741,2015,November,Monday,Night,Urban,Highway,Snowy,479.9024062238476,3,56,61+,Male,0.0893515941908607,0,Poor,0,2,Severe,15,2,32.74544067913773,1887.1100625146196,Dry,Mechanical Failure,4,35445.120848826366,9828.979130482165,Asia,478.4668832681361
743,2016,August,Friday,Afternoon,Urban,Main Road,Windy,382.0353901233995,1,38,<18,Female,0.0752029990089532,0,Poor,0,1,Severe,14,3,5.681744637132584,8072.229918189474,Dry,Distracted Driving,0,41642.25115208046,19183.99153810793,Australia,2829.907670514475
746,2020,August,Friday,Evening,Urban,Highway,Snowy,82.00471914897595,4,39,18-25,Female,0.1917643217745016,1,Good,1,2,Moderate,18,4,31.23302222382764,1825.3247383940925,Wet,Speeding,3,14700.2550316936,23577.968739814427,Australia,4201.6479876690855
754,2000,January,Thursday,Evening,Urban,Highway,Clear,444.8709572154152,3,76,61+,Male,0.0322518584116415,1,Poor,1,0,Severe,2,1,36.881649622230086,6695.99601798359,Snow-covered,Weather,6,43104.94354964791,78514.07075565399,South America,2555.7862464262216
773,2007,September,Thursday,Morning,Rural,Highway,Snowy,481.19789212135777,4,39,41-60,Female,0.0294116583348378,0,Poor,0,2,Severe,15,3,37.14780972935763,7707.444207184889,Dry,Mechanical Failure,3,15576.159054914824,9134.698010940132,Australia,4184.429903076171
777,2014,August,Sunday,Evening,Urban,Street,Rainy,368.2970823833057,2,49,41-60,Male,0.0208400627576037,0,Good,0,0,Moderate,4,0,23.046827970641104,2439.637104434956,Wet,Weather,3,9239.297636876689,33430.277542620905,North America,2115.070370319164
783,2018,October,Tuesday,Evening,Urban,Main Road,Rainy,427.2027591431891,3,100,18-25,Male,0.1504805779775531,1,Poor,0,1,Minor,11,0,27.66683449134957,127.07809509759034,Dry,Speeding,5,46974.33079275265,15080.83251471596,South America,2801.9062239634904
793,2015,October,Friday,Morning,Rural,Highway,Rainy,429.34872239735296,2,68,41-60,Female,0.1938510929916913,1,Poor,1,2,Severe,19,1,40.59248126365602,657.6473088494312,Dry,Speeding,4,38232.28651963746,97655.94973601132,Europe,354.5867691517281
796,2012,June,Monday,Afternoon,Rural,Street,Snowy,71.03853410893626,2,119,18-25,Female,0.2223791686623016,1,Good,1,2,Minor,2,4,20.072215176484143,1012.4050600706992,Wet,Drunk Driving,6,7847.891376048171,17837.202077582162,North America,1504.5794215921885
800,2012,December,Sunday,Afternoon,Rural,Highway,Snowy,477.3107589739537,2,117,<18,Male,0.1065933605530573,0,Good,1,2,Minor,15,1,12.046284918578005,9183.076084585298,Dry,Drunk Driving,5,540.1179564807337,9685.233425500865,North America,2013.972884547445
834,2016,July,Tuesday,Afternoon,Rural,Street,Rainy,341.1092363948973,4,94,41-60,Female,0.0012647318194474,0,Good,2,1,Moderate,1,2,48.746474705303,7753.791153949394,Wet,Distracted Driving,4,15793.34853381435,98743.39019295046,Europe,1106.3067938652855
844,2015,May,Wednesday,Evening,Urban,Highway,Snowy,189.66283438252023,2,75,41-60,Female,0.205279842832736,1,Good,0,0,Severe,4,3,47.46204702947947,3587.50607324608,Snow-covered,Weather,9,36154.13282860944,33946.221621761404,North America,2018.28981034718
847,2000,December,Thursday,Afternoon,Urban,Street,Rainy,219.15785908995556,4,89,18-25,Female,0.1591041189650879,1,Good,1,2,Minor,13,0,32.38778932164064,970.2594777398508,Snow-covered,Weather,7,40461.6367440815,79298.17666973831,North America,3893.967887126528
859,2023,March,Thursday,Afternoon,Rural,Main Road,Windy,344.20246644637496,4,31,<18,Female,0.2240376249087207,0,Good,2,2,Minor,18,2,36.89976879273388,2182.409933612106,Dry,Distracted Driving,3,1751.7296893513671,74447.73831695964,Australia,3428.785270857476
862,2016,April,Saturday,Afternoon,Rural,Main Road,Foggy,227.6267382046341,3,39,<18,Male,0.2387969655495342,1,Good,1,2,Minor,5,1,45.95484980151649,8463.009066269064,Dry,Speeding,1,36173.366295594176,48739.92545879098,North America,3189.0403197590304
875,2019,October,Tuesday,Morning,Urban,Main Road,Windy,429.50342096747306,2,66,<18,Male,0.1342609434034869,0,Good,2,0,Severe,10,1,18.36478672838204,3367.070760715347,Dry,Weather,8,40503.57568205099,55306.11982148852,Europe,2499.134900798463
878,2002,August,Friday,Night,Urban,Street,Windy,469.5221672754198,4,104,26-40,Male,0.1601055472788832,0,Good,1,0,Minor,2,3,8.95802618790052,1485.257346621696,Icy,Drunk Driving,4,39436.19951836453,66124.60472120339,Europe,3312.759800768068
894,2008,September,Saturday,Afternoon,Rural,Street,Rainy,110.11766851433528,1,43,<18,Female,0.1018133055082944,0,Poor,1,1,Severe,0,1,56.97491492234732,1516.830491113048,Wet,Mechanical Failure,3,41283.97423927372,32716.538842578197,Asia,1323.8783093067857
913,2013,January,Thursday,Morning,Urban,Street,Snowy,440.2921435449634,3,33,41-60,Female,0.1799023823804259,0,Poor,2,2,Minor,17,1,38.96094400826479,7310.724536492658,Icy,Weather,5,9576.569753970773,84342.33181621895,Europe,4716.026874948921
