,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
500,2018,November,Wednesday,Afternoon,Urban,Main Road,Windy,310.9516844001941,4,93,61+,Male,0.0004839252648823,0,Good,0,2,Minor,12,0,41.78534582911943,1724.1905770612282,Snow-covered,Weather,1,1456.8842924105716,12193.032383541977,Australia,3456.917507514768
504,2024,March,Monday,Morning,Urban,Main Road,Foggy,303.9199665037321,1,95,<18,Female,0.0007754462241032,0,Good,0,0,Moderate,4,1,54.66004315353833,1360.7568858373877,Wet,Drunk Driving,0,14322.634972948656,18815.001291604516,North America,3890.4905243895514
508,2001,July,Tuesday,Morning,Rural,Street,Rainy,136.52009923891245,2,101,<18,Male,0.2094614574058972,0,Poor,1,1,Moderate,18,0,45.946840948957,8057.24890146839,Dry,Drunk Driving,4,8193.099457274006,18968.737964179603,North America,1532.20616165744
513,2000,March,Sunday,Night,Urban,Street,Snowy,228.5810033541108,4,47,<18,Female,0.0956283047666717,1,Poor,0,2,Minor,0,4,33.52137776517457,3594.4872754937924,Dry,Speeding,0,26610.20385240534,72641.3773873389,Asia,2236.980721562408
523,2003,October,Sunday,Evening,Rural,Highway,Foggy,165.10524830484326,4,36,26-40,Male,0.0237886230821149,1,Poor,1,2,Severe,8,2,44.12131146593347,9249.801225952177,Dry,Drunk Driving,1,49220.16130878382,11250.587390757366,Asia,1356.5662600838634
525,2011,June,Monday,Morning,Rural,Main Road,Snowy,215.83892624926963,3,84,18-25,Male,0.0759174581281237,1,Poor,1,2,Severe,11,1,37.700744788575925,5288.8319367438335,Icy,Drunk Driving,1,4943.830294676137,30621.663254484745,Asia,2960.108735875616
554,2012,April,Monday,Morning,Urban,Highway,Rainy,486.2807557991845,3,49,<18,Female,0.241835068776395,0,Moderate,1,0,Moderate,19,0,32.38040908896831,1676.133608112542,Wet,Speeding,9,37567.6017838226,41795.83099501686,Europe,3667.474784550496
567,2021,April,Saturday,Night,Urban,Street,Snowy,209.1588095825044,2,32,<18,Male,0.1614545102393504,0,Good,2,2,Minor,12,1,23.15675994323897,614.8862078739538,Snow-covered,Weather,7,36228.56123677064,22217.338124787835,South America,4059.230720118194
580,2003,November,Monday,Night,Urban,Main Road,Foggy,127.2468524111684,2,116,26-40,Male,0.2326145322662307,1,Moderate,2,1,Moderate,14,0,35.1199574104554,5000.955461311614,Snow-covered,Distracted Driving,1,12640.70430761994,8782.152507776675,Australia,3343.7316845291807
581,2001,November,Monday,Morning,Rural,Street,Foggy,482.2517831107545,4,38,18-25,Male,0.0023823571404453,0,Poor,0,0,Minor,3,3,29.3990033402881,862.9122225516331,Snow-covered,Distracted Driving,5,1697.9129067345775,94779.36068241076,Europe,4904.693981672312
582,2009,April,Tuesday,Evening,Urban,Street,Clear,292.9014592423561,4,54,61+,Female,0.1956851497577473,1,Poor,0,0,Minor,15,3,50.59840347085613,5006.502358518591,Wet,Drunk Driving,9,44305.6476342623,78359.68530313115,Asia,172.43722056180047
595,2012,November,Saturday,Morning,Rural,Highway,Rainy,68.16637221574302,2,109,<18,Male,0.0468148756183794,1,Poor,1,1,Moderate,10,3,35.299496048506256,3691.381778077037,Dry,Drunk Driving,2,7522.661881123439,60392.93828078773,Europe,3871.0319389586543
633,2003,December,Monday,Night,Urban,Main Road,Clear,144.00984798838792,1,106,26-40,Male,0.012256224754896,0,Poor,1,2,Severe,8,3,11.954531634125374,2232.66241402782,Icy,Speeding,6,42669.80195409728,49853.063607085256,Australia,1710.7094982565147
640,2016,July,Monday,Evening,Rural,Street,Windy,180.7358495693704,2,52,18-25,Female,0.0267480028514487,1,Moderate,2,2,Severe,6,2,11.502174995282358,1297.1145910667665,Dry,Speeding,2,10571.08191889044,90197.84794195367,Australia,4713.2158389179785
642,2023,January,Monday,Evening,Rural,Main Road,Windy,198.0291025241619,1,43,18-25,Female,0.014912795305279,0,Good,2,2,Minor,5,0,16.984904040794504,7090.36515355093,Dry,Drunk Driving,2,37692.603935505605,49419.62822114077,South America,1674.8080360731933
664,2021,December,Monday,Morning,Rural,Highway,Foggy,95.55307287920328,2,62,61+,Female,0.0833517301656963,1,Good,2,2,Severe,0,4,28.051541428567383,533.068691131104,Wet,Distracted Driving,6,49291.87889424948,25906.44008046237,North America,3295.837547089142
666,2023,September,Friday,Evening,Rural,Street,Snowy,374.6627050397428,1,60,26-40,Male,0.0892197148925357,1,Moderate,1,0,Severe,2,0,56.63026941803474,9852.015112052311,Icy,Weather,3,22921.442625643755,26419.099611857884,North America,2993.5074962260605
667,2006,March,Wednesday,Night,Urban,Main Road,Clear,248.5360828935647,4,73,41-60,Female,0.0351340135465685,0,Moderate,2,1,Minor,2,2,49.65230515340809,776.0842538088767,Wet,Speeding,4,38016.241197622,36317.92074399203,South America,4800.354147191475
679,2002,March,Monday,Evening,Rural,Highway,Foggy,99.32472417976643,2,82,<18,Male,0.0963558953350535,1,Moderate,1,0,Moderate,19,3,9.06395635509533,3835.641776271583,Icy,Drunk Driving,7,14763.770941287872,5140.890889197135,Asia,4437.543392195411
686,2020,June,Tuesday,Evening,Urban,Highway,Foggy,401.15118860500615,3,71,18-25,Male,0.0327899178823787,1,Poor,0,0,Severe,7,0,28.82739392874588,3207.2733574374856,Icy,Weather,5,39238.14901339108,25876.345522542862,North America,2447.786669988101
727,2014,October,Wednesday,Night,Urban,Main Road,Windy,303.2169033820249,2,76,18-25,Female,0.2482694561883796,1,Good,1,0,Moderate,7,4,44.68065994108218,2063.0564521680694,Icy,Weather,8,8334.307175362508,63111.67524572049,Europe,444.84421311364025
731,2010,May,Monday,Night,Urban,Street,Foggy,130.99837738610398,4,60,<18,Female,0.0655582080347449,1,Poor,2,0,Minor,17,3,45.33104288525456,1914.9279922002145,Wet,Distracted Driving,9,11910.25069461979,41816.04941973824,Asia,1765.1060959122462
740,2017,April,Wednesday,Morning,Urban,Street,Windy,258.6770668771393,3,116,18-25,Female,0.0617009740397849,0,Good,2,2,Moderate,13,2,21.502447506743604,9566.257532339994,Icy,Distracted Driving,0,33215.305547964424,46620.33033335366,Europe,2517.324258485152
745,2015,July,Saturday,Evening,Rural,Highway,Foggy,359.3209731535061,2,39,18-25,Female,0.1869467511917678,0,Moderate,0,2,Severe,9,0,57.35361724586244,8285.00276333186,Wet,Drunk Driving,2,21944.934287358745,28686.40417645312,Asia,3949.4052238606137
772,2024,September,Thursday,Afternoon,Rural,Street,Snowy,76.22489456643181,3,107,61+,Female,0.0642266058130626,0,Good,1,0,Severe,0,0,31.59568574117537,6523.078408456361,Dry,Drunk Driving,5,12641.863849005633,6320.5936286153565,South America,1606.7839570543608
804,2018,May,Sunday,Night,Urban,Street,Foggy,355.1623332398102,3,31,18-25,Female,0.1185622445930049,0,Poor,2,1,Severe,7,0,18.78314022683454,9909.441941417785,Dry,Mechanical Failure,4,8888.879830016114,20426.52791222012,Australia,2463.301512920468
822,2007,July,Thursday,Afternoon,Rural,Street,Clear,242.70240436141444,1,94,18-25,Male,0.0939668678130696,1,Poor,1,0,Minor,7,4,35.84776099613792,9031.98371769297,Wet,Weather,6,32798.12124279443,21878.90051595077,South America,2269.665528632369
826,2011,June,Thursday,Night,Urban,Main Road,Foggy,223.0118234299497,2,68,26-40,Male,0.1665628550082026,1,Good,1,0,Severe,18,3,54.81287783261898,551.8931201577145,Icy,Weather,7,3138.169754522222,15967.380377594174,Asia,275.2068968906274
840,2012,August,Saturday,Morning,Urban,Highway,Clear,390.4516323098202,3,93,18-25,Male,0.0028841107787389,0,Good,1,1,Minor,1,3,6.785336424258063,6957.643174700074,Snow-covered,Drunk Driving,3,1205.697598789994,80312.8217111907,North America,1803.917938942231
843,2017,February,Sunday,Evening,Rural,Highway,Foggy,111.85498558258573,1,119,41-60,Female,0.0869205480553978,0,Good,1,1,Minor,5,4,25.961457477258563,6317.322355817413,Wet,Speeding,8,49566.12580707677,76141.31992581111,South America,2636.2187078633688
888,2022,January,Monday,Morning,Rural,Highway,Rainy,103.30887096574614,4,88,26-40,Male,0.0742572586353967,0,Moderate,1,2,Minor,1,4,44.5875979941331,4256.8540061554,Snow-covered,Mechanical Failure,5,26180.876886124726,16632.039375211956,Asia,2752.936427270667
889,2008,January,Monday,Evening,Rural,Main Road,Rainy,237.80076680607428,2,32,18-25,Male,0.1624508269772756,1,Poor,0,1,Moderate,18,3,58.32311283176509,4024.1765879091777,Dry,Distracted Driving,9,7720.433322543691,77107.85616161882,Asia,2710.151823714364
902,2003,December,Friday,Morning,Rural,Street,Clear,92.55076699391006,2,85,18-25,Male,0.0574756373858074,1,Moderate,1,0,Moderate,0,3,8.057912919096095,3258.346873030064,Dry,Distracted Driving,6,27357.081395659905,16093.60287137761,Australia,1624.3083157195783
908,2006,June,Monday,Night,Urban,Main Road,Clear,499.54952081040113,1,98,26-40,Female,0.2312767708486641,0,Good,0,1,Severe,11,1,43.04739633744224,970.0252161400704,Dry,Speeding,7,797.6123393456679,24474.638292348704,Australia,1881.7243430794024
927,2015,November,Sunday,Night,Rural,Highway,Foggy,318.5380647434933,4,66,18-25,Female,0.1508084299910751,0,Poor,0,0,Moderate,11,2,9.722435968102118,6771.695473850015,Wet,Speeding,9,29202.447312273434,25993.560763778398,Europe,4085.7620722769134
931,2008,October,Thursday,Afternoon,Rural,Street,Rainy,349.1326778535767,3,103,18-25,Male,0.2263358094716874,1,Moderate,0,2,Moderate,13,1,14.0942872195637,1993.2079999458745,Dry,Speeding,8,13761.837159143315,15745.611850403877,North America,2589.693533221623
933,2005,April,Tuesday,Evening,Urban,Street,Rainy,125.43535091132964,2,31,<18,Male,0.0714830741559487,0,Poor,0,0,Moderate,14,3,55.84224084430582,5023.007532931649,Wet,Drunk Driving,2,39834.33872737725,18209.339663005445,Australia,3410.653453752885
948,2006,March,Saturday,Afternoon,Rural,Street,Foggy,54.12298526210458,3,110,<18,Female,0.227206766893679,0,Poor,0,0,Minor,6,2,33.61100713660453,3777.272081295416,Dry,Weather,3,5829.013672255753,65268.003424181545,Asia,843.9311227239575
958,2014,August,Tuesday,Afternoon,Urban,Highway,Rainy,461.953805629568,1,49,18-25,Male,0.1569049259277327,1,Poor,1,1,Minor,10,1,23.96033005439085,1187.532063048703,Dry,Mechanical Failure,4,22110.714729127936,54219.420833143566,Europe,2640.8998226883136
975,2003,March,Monday,Afternoon,Urban,Street,Foggy,164.649894275198,2,74,18-25,Female,0.2104240322066243,0,Good,2,1,Severe,10,1,59.00170707607604,5788.997635137684,Icy,Mechanical Failure,7,16375.947369218266,44381.36624437267,Europe,1296.6248790731263
977,2018,September,Thursday,Morning,Urban,Main Road,Foggy,298.92361191844,2,47,18-25,Female,0.09421836035473,1,Good,2,1,Severe,2,4,41.86149427408839,6146.879323824267,Dry,Distracted Driving,9,26819.854051384296,21064.34346841336,South America,1982.481420795344
980,2008,June,Sunday,Night,Rural,Highway,Foggy,110.46401873754664,4,68,26-40,Female,0.2082762811664583,1,Moderate,1,1,Severe,7,4,6.509687240266565,6506.376849756656,Icy,Distracted Driving,2,26960.938223628007,46378.22800473578,South America,422.0250817942892
981,2022,September,Saturday,Night,Rural,Highway,Clear,120.57685084949443,4,64,<18,Female,0.131596655943558,1,Poor,0,0,Moderate,16,0,55.214182191384666,5005.344290924276,Dry,Mechanical Failure,5,2857.595058647834,41481.4068740569,Europe,18.124368975656388
982,2014,September,Sunday,Evening,Rural,Highway,Foggy,256.31217369795786,1,58,18-25,Female,0.0741102723900472,0,Poor,0,2,Minor,12,2,10.1377109123457,460.9053161209662,Snow-covered,Speeding,9,12109.171394400477,27861.15691913733,South America,1493.5090069350538
986,2015,January,Wednesday,Night,Urban,Main Road,Windy,299.2137184459689,4,110,18-25,Male,0.043652801441848,1,Good,2,0,Severe,8,2,24.533535053465943,4025.627314325181,Snow-covered,Distracted Driving,0,33837.10127209357,54504.22134859578,Europe,4625.843858237482
990,2009,April,Wednesday,Morning,Rural,Main Road,Windy,478.4469062262554,1,60,<18,Female,0.0760724292256085,0,Poor,0,0,Minor,10,2,36.62067413803714,1004.58847179118,Icy,Distracted Driving,4,46864.94275315904,51681.04227402923,North America,1593.6842197216772
1007,2004,June,Wednesday,Night,Urban,Street,Foggy,134.28894108887175,1,47,18-25,Male,0.1827654635238879,1,Moderate,2,1,Minor,17,3,21.05807357865577,1765.3291428849006,Dry,Drunk Driving,7,16024.381996392922,1997.935457262036,Europe,1504.0458437203022
1034,2021,November,Wednesday,Night,Rural,Main Road,Snowy,232.437534846216,1,76,26-40,Male,0.052437233378263,1,Poor,1,0,Moderate,5,1,15.646956781697408,2485.51185905961,Wet,Drunk Driving,5,35814.14088654632,68466.33012931683,North America,615.4232157553091
1040,2008,October,Tuesday,Night,Urban,Highway,Windy,303.4926580602905,3,51,26-40,Female,0.2308214106802595,1,Good,0,1,Moderate,8,2,41.71939415992113,3852.747989091476,Icy,Speeding,7,3605.5700209566207,35729.41211129846,Europe,1028.2989611992425
1043,2023,October,Monday,Night,Urban,Main Road,Windy,99.05333479696216,2,112,61+,Male,0.1794317646684578,1,Poor,2,2,Moderate,12,4,13.30416667345557,7433.570279644055,Dry,Distracted Driving,6,27578.163365608016,57648.58137455947,Australia,2685.7252216373986
1062,2011,November,Saturday,Afternoon,Urban,Street,Rainy,359.2643790910026,4,56,<18,Male,0.1478813976835375,1,Poor,0,0,Severe,15,0,30.38662784508238,4603.438921365947,Wet,Speeding,4,15289.002181270786,97209.82105682272,North America,2823.665186039815
1065,2013,January,Wednesday,Evening,Rural,Main Road,Foggy,429.4338998587822,1,84,18-25,Female,0.2435883450695478,1,Moderate,0,2,Severe,10,0,24.170590910187048,6393.76846663244,Icy,Mechanical Failure,3,1731.3504844410777,94888.82438465836,Asia,2476.436296149308
1071,2005,January,Wednesday,Morning,Urban,Highway,Snowy,222.0432384508033,2,33,<18,Male,0.1860421985322539,0,Poor,2,2,Moderate,4,0,50.40142470711584,3877.730426841471,Icy,Mechanical Failure,3,45931.67565267309,59182.20939289643,Australia,1503.2781634044325
1085,2021,July,Friday,Morning,Rural,Street,Rainy,55.31476387671063,1,52,61+,Male,0.0036338037431078,1,Poor,1,1,Moderate,7,3,30.71317542822174,7134.419491074784,Icy,Mechanical Failure,7,9547.291018555105,48559.76037170082,North America,2978.5492874978577
1098,2010,August,Tuesday,Morning,Urban,Main Road,Rainy,230.99718823251996,1,113,61+,Female,0.1659530697674931,1,Good,0,2,Minor,19,3,8.49919717832568,9482.287126946983,Icy,Mechanical Failure,0,47358.88557678835,55659.80853972579,North America,3098.6618366453736
1102,2006,May,Wednesday,Night,Rural,Highway,Windy,167.41439713648998,3,64,<18,Male,0.0884822454067841,0,Good,1,2,Moderate,3,2,25.59421263854813,3040.4667409108456,Snow-covered,Distracted Driving,7,10770.06510363722,96259.29248556864,Australia,2190.7380931415573
