,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
465,2002,June,Wednesday,Morning,Urban,Street,Windy,81.3198692375224,4,34,18-25,Female,0.1791363976034484,1,Good,1,0,Minor,15,4,16.487921336801556,8041.751420697303,Dry,Speeding,7,8299.209590895884,30618.61417564356,Europe,1129.2555465404394
479,2005,May,Wednesday,Morning,Urban,Highway,Windy,396.82960251255673,1,68,<18,Female,0.065480876978995,1,Good,0,2,Minor,7,4,34.89414355702381,324.53197013337444,Snow-covered,Weather,5,16028.584213189526,11932.05737537848,Asia,1906.0026083581
480,2019,January,Monday,Night,Urban,Street,Foggy,223.1916452843162,3,92,<18,Female,0.0153042081526754,0,Poor,2,0,Minor,5,0,54.13498240887467,6410.641790197685,Snow-covered,Distracted Driving,3,29434.45007957654,30738.12475260603,North America,3770.0481664933386
482,2015,July,Tuesday,Evening,Urban,Highway,Clear,321.9492263756654,4,57,18-25,Male,0.0648681502172134,1,Poor,1,0,Moderate,16,0,8.306047678349312,759.6651765260038,Icy,Speeding,2,43592.54085501082,69911.26672464136,Europe,4203.537150351505
486,2015,March,Monday,Evening,Rural,Street,Foggy,276.3909938980973,2,81,18-25,Female,0.0080599488703515,0,Moderate,0,0,Minor,3,4,28.00181252917599,8569.029200875977,Dry,Mechanical Failure,0,16235.102909957945,35210.654503104975,South America,4537.672824636882
499,2021,March,Wednesday,Evening,Urban,Main Road,Windy,431.7845559514116,1,67,26-40,Female,0.1829763975486388,1,Moderate,1,1,Severe,16,2,29.800084151660744,9633.613003738406,Wet,Mechanical Failure,9,17841.020171859363,81143.08017924828,South America,4541.797979478249
512,2010,November,Monday,Evening,Urban,Main Road,Rainy,76.43111863183225,1,100,<18,Female,0.0339175555997162,0,Good,1,2,Severe,19,3,36.1541223797942,9968.868165980426,Icy,Weather,7,5613.946864707428,6444.178320448602,South America,1024.0737578847602
515,2020,September,Tuesday,Morning,Rural,Street,Windy,421.3453098957359,4,106,<18,Female,0.0030192599890796,0,Moderate,1,1,Severe,10,3,36.97606323052696,974.7242219217997,Dry,Speeding,5,32785.34887442966,81930.93873783409,North America,1919.629104334249
569,2008,April,Friday,Afternoon,Rural,Highway,Windy,296.87014200582155,1,37,<18,Female,0.1757955684189277,0,Good,1,0,Minor,10,4,19.164857759674305,8040.839734665851,Dry,Drunk Driving,7,8689.742674235862,31139.08817095861,Europe,242.4142087217285
589,2002,December,Monday,Night,Urban,Main Road,Windy,212.19396098458256,4,97,41-60,Female,0.1402695664734773,1,Good,2,1,Moderate,4,0,45.20222847140128,3694.986331909628,Wet,Weather,5,43899.56180928579,44894.30289651743,South America,846.0151657118864
596,2004,June,Tuesday,Afternoon,Urban,Highway,Snowy,146.02668125468062,4,107,61+,Male,0.0011295502739624,0,Good,2,0,Moderate,15,0,7.247721150609424,8047.411113445252,Snow-covered,Drunk Driving,8,46428.67126411079,15663.851115628697,Europe,4508.426668379344
599,2021,December,Monday,Evening,Rural,Street,Foggy,191.36202539148,2,100,41-60,Male,0.0797774945469732,1,Moderate,1,1,Minor,13,1,50.87552698261303,8620.532885750226,Snow-covered,Speeding,9,25689.90512444352,85006.87424636821,North America,1397.1470345402786
601,2019,May,Monday,Afternoon,Rural,Highway,Snowy,218.31030468562892,1,49,18-25,Male,0.1932122738896057,0,Poor,1,1,Severe,6,1,31.21030461795087,3799.8399000402014,Dry,Drunk Driving,0,14172.290036518523,31075.92699956536,Europe,2830.459104585479
609,2008,May,Saturday,Night,Rural,Main Road,Snowy,181.64383064198972,3,79,26-40,Male,0.1806666948531897,0,Moderate,0,2,Minor,13,3,9.175684411671432,114.01677788868824,Snow-covered,Drunk Driving,4,3822.3491370533375,78317.22998223396,North America,2804.9944190645933
621,2024,August,Monday,Morning,Urban,Main Road,Rainy,267.15305962704326,2,35,61+,Female,0.2253994469594173,1,Poor,1,2,Minor,4,0,40.50439348882605,6441.53255114891,Snow-covered,Weather,6,14376.497426499986,78952.35885107996,Europe,1650.960906005508
625,2007,June,Saturday,Morning,Urban,Street,Snowy,116.52900660918444,4,102,26-40,Female,0.0383247492400595,0,Good,2,1,Moderate,18,1,22.359224195245385,213.63807449083447,Icy,Weather,1,9755.45128258241,26934.38822495833,Australia,3164.751871179563
632,2003,July,Friday,Evening,Rural,Highway,Clear,342.74623810069545,4,100,18-25,Female,0.0953887843296182,1,Good,2,2,Moderate,11,2,13.585440867470082,222.20515235790003,Icy,Mechanical Failure,0,19110.46944635672,60097.34710680816,Europe,4550.84441334814
635,2019,June,Friday,Afternoon,Urban,Street,Foggy,232.97318973937325,3,64,61+,Female,0.1254915851016233,0,Poor,2,0,Moderate,14,2,25.72942668998997,3716.722956944714,Snow-covered,Weather,6,11562.993270945995,44258.64454458688,Asia,3929.779507959227
639,2022,June,Saturday,Morning,Rural,Main Road,Windy,270.49035116608803,3,34,26-40,Male,0.0769313247339809,1,Moderate,1,2,Moderate,3,4,27.309770571171548,4342.748887272027,Snow-covered,Mechanical Failure,7,19485.392586967417,58375.82304690888,Europe,1699.1426103339682
644,2020,May,Wednesday,Evening,Rural,Street,Rainy,356.78214699550585,4,64,18-25,Female,0.1207440988819559,0,Poor,1,1,Moderate,4,0,24.840863499517585,3497.111638894748,Icy,Weather,7,25403.47023503817,42972.35827739267,Asia,1837.6590479811664
662,2012,February,Monday,Afternoon,Rural,Street,Snowy,221.9635233789451,2,111,18-25,Female,0.2003790107543787,0,Poor,0,1,Minor,5,4,13.69465955965752,3934.646508070406,Dry,Drunk Driving,2,25333.99616126042,70938.04389877562,South America,3869.0502571762336
683,2009,December,Monday,Night,Urban,Highway,Clear,444.3785280143034,3,92,61+,Female,0.1846761525039752,0,Poor,2,2,Minor,7,2,15.233937970413152,1870.7816886219823,Dry,Mechanical Failure,7,8303.380846925047,48534.53544738846,Australia,4377.623697228849
704,2009,October,Wednesday,Afternoon,Rural,Main Road,Rainy,208.78462721946087,4,110,61+,Male,0.1046572933755842,0,Poor,0,2,Moderate,6,2,17.808460182241813,2126.9656391639783,Wet,Speeding,2,28625.73367051067,63596.6700768683,South America,3663.855044624069
730,2001,October,Thursday,Night,Rural,Highway,Rainy,161.81732454766416,1,51,18-25,Male,0.07923968079843,0,Poor,1,0,Moderate,16,1,47.78457693585757,6406.2004398081945,Icy,Drunk Driving,1,7070.436972672935,62654.00881060395,Asia,3963.7416832330096
732,2017,May,Tuesday,Evening,Urban,Main Road,Foggy,341.43027772498425,4,34,26-40,Female,0.1029035424001189,1,Poor,2,0,Moderate,8,3,14.691080221565308,7959.428066952723,Dry,Speeding,6,47313.06061729642,73370.29861194867,North America,3838.8333843473
738,2016,March,Saturday,Morning,Urban,Street,Windy,222.9148605226277,3,85,41-60,Female,0.0174431629026322,1,Moderate,2,0,Minor,6,0,16.407315989171774,808.1002240513865,Snow-covered,Weather,3,38166.74587140404,9954.53007310876,Australia,2360.0685982284185
747,2018,May,Thursday,Morning,Rural,Main Road,Snowy,497.5814221871295,1,85,<18,Female,0.170474116274209,1,Poor,1,1,Minor,14,0,11.281472917790612,6911.131532383463,Dry,Distracted Driving,3,5153.876283239335,26413.363152709942,South America,2070.982844391656
752,2002,December,Wednesday,Afternoon,Rural,Main Road,Clear,412.7417865936848,3,58,<18,Female,0.2073020373572582,1,Poor,2,1,Moderate,11,0,50.171371684005216,7491.190786461562,Snow-covered,Weather,7,38893.31697509196,56587.74850466365,Australia,4198.923854846664
761,2024,February,Sunday,Afternoon,Rural,Main Road,Foggy,492.2580927988631,3,92,18-25,Female,0.1963633028011774,1,Good,2,1,Moderate,12,1,47.62496406380328,2313.552385906081,Icy,Drunk Driving,9,28518.31905463268,37174.18003537593,South America,3890.503787651664
767,2005,November,Saturday,Afternoon,Rural,Main Road,Clear,274.31455725279665,3,54,26-40,Female,0.0701275022666405,1,Good,2,2,Moderate,9,1,44.54295797669477,7976.775551898365,Wet,Mechanical Failure,9,18286.468112766303,30524.737903033165,Asia,2759.06647671319
784,2003,October,Wednesday,Morning,Rural,Street,Snowy,396.5306133072552,1,30,61+,Female,0.15265187691492,1,Poor,1,0,Moderate,2,4,53.74398388724335,4157.709990242884,Snow-covered,Speeding,8,23848.49565422209,91549.08120226872,Australia,956.877388339071
790,2000,January,Saturday,Night,Urban,Street,Snowy,325.09658337731946,3,102,<18,Female,0.249232094915017,1,Poor,0,0,Moderate,7,2,21.676797258220404,5694.980642075364,Wet,Mechanical Failure,0,4236.675650581508,43764.01750672625,Australia,2281.0464484586564
799,2018,March,Wednesday,Morning,Urban,Street,Snowy,86.5882457086507,2,72,<18,Female,0.1604674583155214,0,Good,0,2,Severe,5,2,38.56425251426523,2832.0947778236355,Wet,Drunk Driving,2,39513.117119401904,21801.939092763303,Australia,4443.708318396539
805,2013,February,Thursday,Morning,Urban,Main Road,Clear,492.7226298641514,4,32,61+,Male,0.1903814639894018,0,Good,1,1,Moderate,11,0,13.420789436038518,6906.118258081452,Wet,Speeding,5,28177.291391860934,53261.3127797895,Europe,4704.947968373433
808,2000,July,Tuesday,Afternoon,Rural,Highway,Snowy,64.19425367755497,4,54,26-40,Female,0.0249346344277508,1,Good,0,0,Moderate,8,2,21.92731353988292,3949.1244471587806,Wet,Distracted Driving,8,14083.222291529446,24589.840354402728,South America,2244.735735641898
809,2004,December,Friday,Night,Rural,Street,Windy,56.50000665343452,4,90,26-40,Female,0.0530437204232349,1,Moderate,1,1,Minor,0,4,44.3506122355675,4828.432413721388,Wet,Speeding,9,25247.44289988973,48111.38977283387,Asia,4693.814745898067
811,2022,August,Sunday,Night,Urban,Main Road,Clear,325.83380732789965,4,58,26-40,Male,0.054776991574151,1,Poor,0,1,Minor,13,2,44.5457883559671,6147.341443041405,Icy,Drunk Driving,0,22238.29009835521,94900.58926776456,Europe,4517.404453009962
817,2023,May,Tuesday,Morning,Rural,Main Road,Snowy,397.33947354396855,1,95,<18,Female,0.1333752020680579,1,Moderate,0,2,Minor,0,0,50.15920893435095,2995.713808414237,Snow-covered,Drunk Driving,6,44379.318094234535,87972.7855744084,Australia,3275.070854530141
838,2008,December,Monday,Evening,Urban,Highway,Clear,226.39357133317716,4,71,26-40,Female,0.0929252162968825,0,Poor,1,0,Minor,11,1,14.79242094775,4761.917826343796,Icy,Speeding,9,10913.340452077076,46924.02198834916,Europe,4394.990071419947
856,2005,August,Friday,Night,Rural,Main Road,Foggy,280.5535025120662,3,70,61+,Male,0.1212559926678132,0,Moderate,0,2,Minor,0,0,57.68309257800674,8345.902485360404,Dry,Drunk Driving,0,22445.161757773,29574.176193909138,North America,2490.3429045682565
861,2014,June,Monday,Night,Urban,Main Road,Clear,281.34425274948205,2,105,<18,Female,0.0146997384963483,1,Poor,2,0,Severe,0,3,27.08503717820419,464.9872650567096,Icy,Drunk Driving,3,20284.92910751363,39532.34257384739,South America,2564.2780816198983
863,2019,August,Thursday,Afternoon,Urban,Street,Snowy,312.4979860172671,3,62,18-25,Male,0.2372889591957809,0,Moderate,1,2,Minor,15,4,52.6517091622952,2160.7854507277143,Snow-covered,Weather,0,16235.235448629031,31832.19562840824,North America,1595.2662279574513
887,2006,November,Friday,Evening,Urban,Main Road,Windy,129.76046680180514,1,84,61+,Male,0.0112717116918384,1,Moderate,1,2,Moderate,12,4,44.93156099491426,1433.23900661364,Wet,Weather,9,11543.70380074174,73842.87874046949,Australia,18.760289352532126
898,2013,May,Saturday,Morning,Rural,Highway,Clear,188.11922773329525,1,41,61+,Male,0.0127663812412037,0,Good,0,2,Moderate,14,2,14.148225511295438,6238.049083589962,Snow-covered,Speeding,7,13190.468977610011,72344.536735729,Europe,478.1958502565257
901,2021,October,Friday,Afternoon,Rural,Highway,Snowy,329.5436008971595,4,86,18-25,Male,0.1805842235280013,0,Poor,2,0,Minor,5,0,46.91842839214912,7593.78547881905,Dry,Speeding,5,30954.347498339783,34056.41869638097,Australia,4909.920076908878
904,2015,November,Monday,Morning,Urban,Main Road,Foggy,57.54018837643638,1,78,26-40,Female,0.1380795389848284,0,Moderate,1,1,Minor,15,3,18.617080969903597,6313.840174501343,Icy,Speeding,3,12416.437704066297,31874.65968848654,Australia,1045.4822608858394
909,2012,January,Sunday,Afternoon,Rural,Highway,Snowy,218.81263067369247,2,51,18-25,Male,0.2067693690761951,1,Moderate,2,2,Severe,9,1,55.16702751462099,5623.735899325588,Icy,Mechanical Failure,7,46982.56803327576,90451.63893849512,Australia,3560.038880708681
910,2024,December,Monday,Afternoon,Rural,Highway,Windy,276.28151777352946,2,60,18-25,Female,0.0277914080150056,0,Good,2,1,Severe,1,4,21.229732814419133,2609.653638620092,Wet,Speeding,5,4035.00172912711,8181.420054148709,Asia,4438.972351797083
921,2024,November,Tuesday,Night,Rural,Main Road,Snowy,368.7903115628646,1,70,61+,Female,0.053947607604409,1,Moderate,1,2,Severe,10,2,57.00038546880577,3146.1440178386747,Icy,Speeding,8,10745.75767514266,27158.439883087944,North America,2292.3302972412985
922,2004,December,Wednesday,Night,Rural,Highway,Rainy,414.0484968142255,1,56,41-60,Female,0.1378317221719795,0,Poor,0,2,Moderate,14,2,23.77310649409708,7446.676513273987,Dry,Weather,2,1734.5073648311477,30620.986994986248,South America,4800.095043072741
924,2010,April,Thursday,Night,Rural,Street,Foggy,341.85358025002233,4,39,<18,Female,0.0902537829115055,0,Good,1,1,Moderate,9,4,59.24334237857872,1857.952486665982,Dry,Mechanical Failure,4,47219.89689190103,26095.605426655435,North America,3736.7757845871192
930,2013,April,Tuesday,Evening,Urban,Highway,Rainy,353.50729953669435,1,96,18-25,Male,0.2381491363909676,1,Poor,2,2,Minor,9,2,41.14197150763759,3244.6024271003303,Icy,Weather,2,48949.01538884114,42234.46460711163,Asia,2843.0685772663296
934,2003,February,Friday,Afternoon,Urban,Main Road,Windy,483.5200596140553,1,119,<18,Male,0.0837440923312764,1,Good,0,1,Severe,17,0,57.976900430640136,5207.524196678651,Wet,Distracted Driving,4,25127.977528449435,81466.39090366395,North America,803.5027190137295
935,2004,April,Monday,Morning,Urban,Main Road,Clear,427.0061602792059,1,103,18-25,Male,0.1420708617265591,0,Moderate,2,1,Severe,9,0,43.19626859099807,5699.558665672111,Icy,Weather,1,16083.982013593051,97148.6491478507,North America,1224.8402189732149
945,2000,September,Saturday,Evening,Rural,Street,Clear,85.2426571248477,2,76,<18,Male,0.1221774816211617,1,Good,2,0,Severe,16,3,42.0544672422066,3966.6713064143423,Icy,Mechanical Failure,7,7545.792580058361,1670.778446779206,Europe,3509.0242673467296
960,2021,March,Monday,Night,Rural,Highway,Foggy,399.82396274523546,3,96,41-60,Male,0.0136289019966365,1,Moderate,1,1,Minor,19,1,59.894844530056126,9456.360014225897,Snow-covered,Drunk Driving,9,11798.8925450703,83004.99726156444,North America,463.159408307586
961,2021,September,Wednesday,Afternoon,Rural,Main Road,Windy,278.48122205275445,2,79,26-40,Female,0.0273519380417429,0,Poor,1,1,Moderate,19,2,24.95230147180043,3432.4080232666565,Snow-covered,Drunk Driving,6,4774.664711261608,40219.285543234735,Europe,631.7109844056338
963,2000,October,Saturday,Morning,Rural,Highway,Windy,475.8780278594711,2,65,41-60,Male,0.1788521773027472,0,Poor,0,1,Severe,4,2,32.26273895653591,1769.1773080661242,Wet,Speeding,3,27998.043957536334,30719.75417167536,Europe,733.5047597532293
968,2016,May,Saturday,Evening,Urban,Highway,Rainy,395.245590879717,4,99,18-25,Male,0.1675823607170039,0,Good,1,0,Severe,18,2,13.430552622375414,7985.580628305117,Wet,Distracted Driving,4,10231.76204128805,77268.90879421176,South America,174.21551103006846
970,2001,October,Friday,Evening,Rural,Street,Rainy,176.62151313151622,3,98,26-40,Male,0.1265912903690219,0,Poor,0,1,Minor,3,3,13.220952595033555,6773.93150788005,Icy,Weather,9,5092.2476982688,33183.653010877795,North America,3005.042991976189
971,2024,August,Wednesday,Morning,Rural,Main Road,Clear,315.23177262889953,2,118,41-60,Female,0.2007631235032203,0,Poor,2,1,Severe,4,2,35.007903457589656,9140.743205343844,Dry,Mechanical Failure,0,49902.2999741757,80735.61435670686,North America,4734.130348189547
996,2008,February,Saturday,Afternoon,Urban,Main Road,Snowy,393.60882473097337,4,92,26-40,Male,0.0480456429961001,1,Poor,1,1,Severe,8,4,20.82692160424522,7150.266178077352,Icy,Mechanical Failure,9,15544.974733213712,75176.34787416995,Europe,954.7027961180607
