,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
171,2016,March,Monday,Afternoon,Rural,Street,Foggy,362.4798798937176,1,102,26-40,Female,0.0112534536377713,1,Moderate,2,1,Severe,5,4,27.62136734049392,4435.672924586674,Wet,Drunk Driving,3,26578.03856729081,43401.853724154375,Europe,2116.90237396522
177,2008,February,Saturday,Night,Rural,Street,Snowy,113.17228376070491,2,37,26-40,Male,0.0125524626875146,0,Good,2,2,Moderate,9,2,7.395204377081685,7625.181061432686,Dry,Weather,2,20364.13583703981,59293.27693835832,Australia,2861.597246958108
182,2011,September,Saturday,Morning,Rural,Street,Snowy,459.17587486226273,4,70,<18,Female,0.0105198460384108,0,Moderate,0,1,Minor,8,2,15.88974592568722,1418.3375157668358,Wet,Mechanical Failure,5,6767.063838939842,55719.9627649177,South America,1407.9652664879145
234,2009,May,Saturday,Evening,Urban,Main Road,Snowy,360.8364598527496,2,89,26-40,Male,0.2200663997582466,0,Poor,0,0,Moderate,9,4,42.652207114678994,4646.206575705557,Icy,Weather,8,16454.790876644045,22938.94965605992,Europe,3909.903129210156
235,2022,June,Monday,Night,Urban,Highway,Snowy,63.90387696136054,2,95,41-60,Female,0.1498193240525925,1,Poor,2,2,Minor,2,4,25.78814315109047,5452.30944772732,Snow-covered,Weather,9,13007.317881026203,27649.088105993636,South America,1275.401455934612
237,2000,January,Friday,Afternoon,Rural,Main Road,Clear,290.2717554235571,1,112,<18,Female,0.0788227869753511,1,Poor,0,2,Moderate,16,2,13.843761193283974,8491.637488555894,Wet,Distracted Driving,3,10557.97065333838,98875.13963082652,Australia,1294.5613496130495
241,2003,April,Monday,Afternoon,Rural,Highway,Snowy,440.3788110055197,4,65,41-60,Female,0.1436005369310196,0,Good,2,1,Minor,0,2,24.21943916161197,5996.348676520658,Dry,Speeding,1,10774.322223369589,5858.753621253401,North America,624.7626647144309
245,2015,May,Wednesday,Afternoon,Urban,Highway,Foggy,152.737048489312,2,100,41-60,Male,0.1313296823554594,0,Moderate,2,2,Minor,10,4,52.11328537043945,9139.660976565146,Icy,Mechanical Failure,9,27388.39652387038,46322.89520379034,South America,939.6828327964404
255,2016,December,Monday,Evening,Rural,Highway,Rainy,498.33823435223326,2,75,61+,Male,0.2204730741054678,0,Good,1,0,Moderate,0,4,51.52305053499916,1545.9584700578368,Dry,Distracted Driving,0,30622.14533727143,29558.75891161029,Australia,1897.890207383669
277,2023,July,Tuesday,Evening,Rural,Highway,Rainy,220.8548692912072,2,58,18-25,Female,0.1244347413662319,1,Poor,0,1,Minor,18,4,47.68595920159565,8835.044548451227,Wet,Distracted Driving,3,13647.681247086792,59744.77749103079,Asia,2155.13517930264
290,2003,July,Tuesday,Morning,Rural,Main Road,Rainy,270.5550032741673,1,112,61+,Male,0.1851549012404448,0,Moderate,2,2,Moderate,16,1,29.05445088490992,6445.748284483324,Snow-covered,Mechanical Failure,7,30773.610495295045,93815.32267179232,North America,1497.6499717280733
304,2005,December,Thursday,Afternoon,Rural,Highway,Foggy,407.9394675703222,2,55,41-60,Female,0.0541776999446122,0,Moderate,0,0,Minor,16,0,11.941982775099818,6964.901899454499,Snow-covered,Speeding,7,49903.89716250172,17688.874408344418,Asia,751.8964541281284
307,2012,September,Saturday,Morning,Urban,Main Road,Clear,438.18544172049417,1,88,41-60,Male,0.0433716684360209,0,Poor,0,2,Moderate,4,4,48.29428168517726,1988.3365044903696,Dry,Weather,8,6414.625844311604,17744.048946728693,Australia,142.12353527161198
325,2014,April,Saturday,Night,Urban,Street,Clear,426.9228377226243,1,83,26-40,Female,0.2063302495509935,0,Good,0,0,Severe,11,1,34.64486259124216,8167.945255975332,Wet,Weather,4,31883.354266645703,77218.42836702612,Australia,3710.708835695836
332,2012,February,Tuesday,Morning,Rural,Street,Foggy,276.7281642722557,4,107,41-60,Male,0.215276110957518,0,Moderate,1,0,Moderate,9,4,11.105853234783986,9056.438641928746,Snow-covered,Drunk Driving,7,7827.379997015339,53890.20591665815,South America,2095.967617845611
335,2006,July,Saturday,Morning,Urban,Highway,Foggy,284.7256988535987,2,99,18-25,Female,0.1314272279717216,1,Poor,0,0,Moderate,9,1,40.28913095302821,6647.362355926917,Icy,Distracted Driving,9,13240.79894756008,97001.41251433754,North America,325.6322435206587
340,2004,December,Saturday,Evening,Urban,Highway,Windy,74.27245793331271,2,117,18-25,Female,0.0720462298198426,1,Poor,0,1,Severe,1,1,17.79964938641534,8774.106403083484,Icy,Distracted Driving,9,22310.23896072377,12379.525447350135,Europe,4156.884108946433
366,2005,January,Sunday,Night,Rural,Main Road,Foggy,319.4386609814147,3,70,<18,Male,0.1053126451445257,0,Moderate,1,0,Severe,7,4,6.800639871753734,7203.669831559126,Wet,Mechanical Failure,1,18703.87258370488,18434.20972938086,South America,4720.544906974197
376,2017,July,Tuesday,Evening,Rural,Main Road,Windy,389.0059711294135,3,90,26-40,Male,0.0355550430884125,0,Good,1,1,Severe,7,4,59.878336171561656,3189.8898287869274,Wet,Weather,3,5180.8881842202845,53419.03295997176,South America,1188.7273431650624
382,2014,May,Thursday,Morning,Urban,Highway,Foggy,436.8584240582743,3,107,61+,Female,0.1906621383601035,0,Good,2,2,Severe,9,1,50.52480974186648,7230.465379427537,Dry,Mechanical Failure,0,42776.97617371138,88396.37011447322,Australia,3409.552869593927
393,2005,July,Wednesday,Evening,Rural,Main Road,Snowy,236.247098589816,4,82,<18,Male,0.0645231036971418,1,Poor,0,1,Moderate,18,4,58.87166668755217,2146.3600968152427,Icy,Speeding,9,37204.66141929634,98813.38492668682,Asia,1449.299951492006
394,2024,August,Sunday,Evening,Urban,Street,Windy,94.63653668259892,2,109,<18,Female,0.2439044987550828,1,Poor,2,1,Moderate,11,2,15.780222845068336,7108.380409107504,Snow-covered,Distracted Driving,4,27213.93791295733,6637.594880542573,North America,2778.2719174497583
398,2008,February,Monday,Evening,Rural,Main Road,Windy,443.677069747656,4,86,61+,Female,0.1797253113059952,1,Moderate,2,0,Severe,7,1,10.045952604368928,4635.845945279406,Dry,Distracted Driving,7,41982.044295109656,53105.495611751765,South America,1132.156765860717
407,2001,April,Wednesday,Afternoon,Rural,Highway,Foggy,279.9016347762471,2,118,61+,Male,0.1463238837295071,0,Moderate,2,1,Severe,9,2,24.47869029929625,2311.7744610310774,Icy,Mechanical Failure,1,25624.74343331957,13467.206239716992,Asia,2466.100645461359
411,2023,November,Monday,Afternoon,Rural,Main Road,Snowy,427.3494829291814,2,59,26-40,Female,0.2302927703141642,1,Good,0,1,Severe,9,1,9.74311104531204,4485.146030956111,Icy,Drunk Driving,1,33388.30766920948,23265.509342281795,Europe,3872.9504531394273
414,2005,July,Saturday,Night,Rural,Highway,Foggy,423.8372702644109,1,60,18-25,Female,0.0094835534498198,0,Good,0,1,Moderate,2,4,22.28308904020108,9771.173166917491,Icy,Distracted Driving,4,41695.90343166821,87337.30596324177,Asia,3197.6405130362105
425,2023,May,Thursday,Night,Urban,Street,Windy,69.3648185784213,1,76,61+,Male,0.0503757059010401,0,Moderate,1,2,Minor,17,4,59.12116280876066,1324.9083507160233,Snow-covered,Mechanical Failure,8,19907.75016120133,77002.70006162024,Europe,3036.001696610523
432,2021,July,Friday,Night,Urban,Highway,Rainy,182.81409026182288,3,118,<18,Female,0.2300031717212377,0,Poor,2,0,Minor,12,4,37.49629535768384,6967.657652403405,Icy,Drunk Driving,0,965.238951526132,74387.21217904965,Asia,2565.860565250767
438,2023,August,Tuesday,Afternoon,Urban,Highway,Windy,366.0550463681616,4,50,61+,Male,0.0869919855735497,1,Good,0,2,Minor,19,3,35.24783566831691,4243.043004670319,Icy,Weather,9,34945.50683062214,58123.256476713024,Australia,1154.682399850868
453,2024,February,Wednesday,Afternoon,Rural,Highway,Snowy,199.5977914326482,4,106,41-60,Female,0.1225996870946904,0,Good,2,1,Minor,12,4,14.151582318480775,7473.3633145338845,Wet,Distracted Driving,6,13405.801079909044,22176.090030712152,Australia,2243.6806579236018
457,2019,February,Thursday,Afternoon,Rural,Main Road,Snowy,317.0722366635513,2,100,41-60,Male,0.1270381775430298,0,Poor,2,2,Minor,6,1,43.7040270076667,2489.332158267335,Icy,Mechanical Failure,1,25657.97118906073,61734.16910844222,Australia,2802.1347655551995
466,2000,October,Wednesday,Afternoon,Rural,Main Road,Snowy,417.05688434787385,2,92,18-25,Male,0.1116569485020622,1,Good,1,2,Moderate,5,4,14.941893058036872,2600.605237194864,Snow-covered,Weather,4,30890.81603350661,35536.61233086246,Australia,1263.6823299270577
472,2019,January,Friday,Evening,Urban,Main Road,Clear,466.208507193416,1,91,18-25,Male,0.1549128526127204,1,Moderate,0,2,Severe,6,1,18.287384457052116,8104.468127221853,Wet,Speeding,4,7395.43289839106,30083.87701885692,North America,2274.3028041421267
474,2023,September,Saturday,Afternoon,Urban,Street,Clear,251.755354475154,4,51,18-25,Male,0.0438941233798781,1,Good,1,1,Moderate,15,3,7.587229765608286,6404.3131866330805,Icy,Weather,6,14536.727136487854,63783.84310271009,South America,1732.979334258622
475,2006,January,Saturday,Morning,Rural,Highway,Snowy,355.88438087992074,2,115,<18,Female,0.0614193689845078,1,Good,0,0,Severe,4,1,38.7875283156307,9463.754447725203,Wet,Mechanical Failure,3,8125.045154886594,72935.14454899091,North America,1257.4952884536835
476,2003,November,Saturday,Evening,Rural,Highway,Windy,188.8848651731597,3,33,26-40,Male,0.1101134374406708,0,Poor,1,0,Moderate,0,0,43.9532827421126,8512.878013754496,Snow-covered,Mechanical Failure,2,46793.175467793255,87947.20386739091,Australia,285.97896271044965
487,2012,April,Sunday,Afternoon,Urban,Highway,Windy,344.2831196508293,1,116,41-60,Female,0.173882814022186,1,Good,0,2,Minor,19,2,17.000401295177056,458.534529393453,Dry,Distracted Driving,6,19848.138581112176,17480.6524243163,Europe,4963.542240645732
510,2018,January,Friday,Afternoon,Urban,Main Road,Foggy,485.85270464146737,4,65,61+,Male,0.1775879431290258,0,Poor,0,1,Minor,10,0,7.250679541952318,7551.723480455199,Wet,Weather,8,28361.45468599408,79001.50491575782,Europe,3609.741464140037
535,2003,September,Sunday,Afternoon,Rural,Highway,Clear,412.2349882729105,4,45,41-60,Male,0.0929381711536884,0,Moderate,1,0,Moderate,9,4,9.24632015949907,4156.696437791099,Wet,Mechanical Failure,3,43790.00007576263,68852.70692404649,North America,2504.816931734224
539,2008,December,Wednesday,Afternoon,Rural,Street,Foggy,130.58717842336074,3,95,18-25,Female,0.2458489487182904,0,Moderate,2,2,Severe,13,2,48.410818190512686,4497.663695921348,Wet,Distracted Driving,0,28725.311361351407,82981.1686192647,Europe,3314.033823842089
541,2013,September,Wednesday,Morning,Rural,Main Road,Foggy,105.90952682250924,2,62,61+,Male,0.1147858677206981,0,Moderate,2,1,Minor,12,1,20.243970755066535,6874.951420640977,Wet,Drunk Driving,8,22469.73778563061,25955.89352465164,North America,4221.434373162368
546,2011,May,Thursday,Morning,Rural,Highway,Clear,95.15808676895428,3,101,41-60,Female,0.1168367406674107,0,Moderate,1,2,Severe,9,2,15.36063511918056,6849.600326233446,Wet,Mechanical Failure,4,12888.857956150809,91181.59713048636,North America,2582.8674578300897
570,2022,August,Monday,Morning,Urban,Main Road,Clear,467.9836014964922,1,97,<18,Male,0.0985726898122291,1,Poor,0,1,Moderate,11,0,42.70991893421287,2917.8508898248315,Snow-covered,Speeding,1,12753.114046028204,57023.30903946154,Europe,4273.501950228237
579,2022,April,Thursday,Evening,Rural,Highway,Windy,348.3903954700912,3,30,41-60,Male,0.0194941145071661,0,Poor,1,0,Severe,16,1,7.5079766682571325,8601.400912637566,Dry,Mechanical Failure,4,30788.312825699595,42731.37689224459,South America,1207.743915849318
602,2007,October,Sunday,Afternoon,Rural,Highway,Clear,498.513138342592,1,55,26-40,Female,0.232645964429137,1,Moderate,2,2,Minor,9,2,59.11689752499272,401.9830985228875,Dry,Mechanical Failure,9,41216.91829665298,62514.30207385754,North America,1717.5653630002496
607,2000,January,Thursday,Morning,Rural,Main Road,Snowy,381.1734538268753,4,69,<18,Female,0.1337319266340228,1,Poor,2,2,Moderate,10,4,15.50462900642126,5851.501228339389,Wet,Weather,5,4280.094853069093,70989.28997373254,Asia,3824.8731190274266
612,2017,October,Monday,Afternoon,Urban,Street,Snowy,199.5973232542057,4,37,<18,Male,0.0181701549703409,1,Good,0,0,Moderate,16,3,56.38848657408957,9756.676818154545,Dry,Speeding,6,35009.40700350898,29686.56519065762,Australia,3451.474038950116
613,2010,April,Wednesday,Afternoon,Urban,Street,Windy,271.1958234877461,4,81,<18,Male,0.0694924771846645,1,Poor,2,0,Severe,4,2,55.42847532777111,1502.670674760552,Snow-covered,Drunk Driving,7,28591.35848471432,26248.12615677789,Asia,4456.957358910447
618,2001,September,Tuesday,Afternoon,Rural,Street,Rainy,77.53049818388973,3,70,18-25,Female,0.1428481270945691,1,Poor,1,0,Severe,5,1,14.220672653060763,7612.5210553007955,Snow-covered,Weather,5,46585.425977686406,10399.668084020252,Asia,2694.81934073514
622,2007,June,Thursday,Evening,Rural,Highway,Snowy,96.9238617321351,2,109,41-60,Female,0.014403572604807,1,Poor,1,0,Minor,15,0,10.239947947108844,575.7905195446504,Wet,Drunk Driving,6,43142.93950059136,17035.035750275412,North America,507.43589662065705
626,2014,August,Saturday,Morning,Rural,Street,Windy,188.5145794727872,1,79,26-40,Male,0.0457875864421414,1,Poor,1,2,Minor,11,0,26.927882296281812,4737.5691897493,Wet,Drunk Driving,7,22415.703836453813,38405.79441854234,Europe,2782.0078191222224
646,2019,November,Saturday,Morning,Urban,Street,Foggy,356.49978766455644,4,43,26-40,Female,0.0443581665950993,1,Poor,2,2,Minor,9,3,33.92769902434709,7019.364001022253,Snow-covered,Weather,9,25185.5267877742,17497.754304739567,South America,3517.030394299136
660,2021,June,Thursday,Afternoon,Rural,Street,Snowy,366.369708065487,3,52,18-25,Male,0.1596043041271344,1,Moderate,0,2,Minor,14,2,36.038007102164,4699.8027712415305,Icy,Weather,4,12069.821521317608,65448.47207657098,North America,3015.298167490716
670,2021,April,Thursday,Night,Urban,Highway,Snowy,135.07338162653485,2,38,41-60,Male,0.1867947535524412,1,Moderate,2,2,Minor,5,4,35.6158366370378,5213.673867085115,Dry,Weather,8,33193.01598102371,37143.54486556343,North America,3893.967785894593
676,2020,May,Monday,Night,Rural,Main Road,Clear,396.388237831692,4,45,<18,Female,0.1465703357932258,0,Good,1,2,Moderate,9,0,39.92291172287235,3653.250959819971,Icy,Drunk Driving,4,47388.26480232122,90797.16623973544,North America,3302.651340860177
677,2016,July,Friday,Night,Urban,Main Road,Clear,283.29928529361945,3,72,18-25,Female,0.1717950310558895,0,Good,0,0,Moderate,3,3,35.52977656784937,9295.12517798425,Wet,Speeding,9,41162.159413347326,50258.4334216278,Australia,3807.928940475244
689,2003,January,Wednesday,Morning,Urban,Highway,Foggy,404.2646124464184,1,118,61+,Male,0.0348243806930042,1,Poor,1,1,Minor,19,1,50.45303141305295,5481.767177590655,Dry,Weather,7,15197.919411746894,2616.146756193109,Europe,187.55706474262809
695,2018,August,Wednesday,Afternoon,Rural,Street,Windy,360.8245631453154,1,72,61+,Male,0.0746132877623634,0,Moderate,2,1,Severe,0,3,14.384019401796529,2599.212035380124,Wet,Weather,9,2690.2131565199284,6410.520167135799,North America,1749.844558431044
715,2024,April,Sunday,Afternoon,Rural,Highway,Windy,315.01639961358046,4,69,18-25,Male,0.1578275544954884,1,Moderate,1,1,Moderate,1,4,41.75635479436521,8263.1640063427,Snow-covered,Drunk Driving,4,19447.67752590461,14261.599895774754,Australia,3599.997312491548
735,2000,October,Wednesday,Night,Urban,Highway,Snowy,184.49307658673828,4,114,41-60,Male,0.1183907398787604,1,Poor,0,2,Minor,10,4,8.78305941352413,8358.79259991376,Dry,Drunk Driving,3,11617.616781860796,35947.49985126724,Australia,3475.2420019890365
751,2024,August,Friday,Afternoon,Urban,Street,Windy,445.7729223797493,3,103,61+,Female,0.1505849240545513,1,Poor,2,2,Moderate,16,3,21.79424630992581,3819.795433349917,Dry,Weather,9,31526.67314985184,72731.29341955799,North America,1705.6924043257875
756,2006,April,Monday,Morning,Rural,Main Road,Rainy,69.70763821963266,1,79,41-60,Female,0.1258253232197004,1,Good,2,2,Moderate,15,1,54.84755723574188,5091.092257922617,Dry,Mechanical Failure,1,17136.010650096403,66488.9388481648,Asia,2445.5439798855537
778,2002,August,Saturday,Afternoon,Rural,Highway,Windy,85.2487915997553,2,113,41-60,Male,0.0391526979216424,0,Poor,1,0,Severe,4,0,12.039107770548371,3899.25663683832,Dry,Mechanical Failure,3,37941.96257939741,30367.174331526738,Europe,784.0742931269097
782,2020,July,Monday,Evening,Rural,Highway,Rainy,278.6785849228936,2,43,<18,Female,0.0055712750422244,0,Poor,2,2,Minor,11,2,54.561025943036505,8747.923184151927,Snow-covered,Speeding,1,21668.19313350357,91164.17166472676,Europe,3169.115190302031
792,2001,October,Sunday,Evening,Urban,Highway,Snowy,493.4411989600737,4,53,61+,Male,0.2187658077267255,0,Moderate,2,2,Severe,10,4,21.871587057516912,9362.80912689814,Icy,Weather,1,13243.17474211722,97508.98195999826,North America,1903.032892061677
815,2013,September,Wednesday,Afternoon,Rural,Street,Windy,260.1694259262557,4,95,61+,Male,0.1586602889503299,0,Moderate,1,2,Minor,9,1,16.742964703800865,9688.345023333964,Dry,Weather,9,44331.61740013414,54878.43265786629,Europe,1521.7089748518972
835,2006,October,Saturday,Afternoon,Urban,Main Road,Windy,272.4411227408904,4,64,61+,Female,0.0106863630721323,0,Good,2,0,Minor,3,3,47.835612386177615,4189.978291396031,Wet,Speeding,9,10618.86700985287,26334.003876076396,Australia,747.6511764358729
852,2018,May,Wednesday,Evening,Rural,Main Road,Snowy,68.95324377101609,2,67,26-40,Male,0.1452305544097866,0,Poor,1,1,Severe,3,2,48.00989707873707,753.2202800133991,Snow-covered,Speeding,3,49632.27852143556,91813.4756417512,South America,2509.62989983443
870,2024,January,Friday,Morning,Rural,Street,Clear,237.06645435165785,3,32,26-40,Male,0.2334649974562841,1,Good,2,1,Moderate,15,3,30.11107344979216,9088.400284370831,Wet,Drunk Driving,2,22274.584662250498,65327.99103303457,Asia,4696.09852615087
872,2009,September,Thursday,Morning,Rural,Main Road,Rainy,147.4036885521934,3,66,18-25,Female,0.0194514744121525,0,Good,2,2,Moderate,5,4,58.71507627332941,8408.452254846043,Icy,Weather,7,44269.036837857646,81361.66617831527,Australia,4119.9018203278765
884,2023,February,Friday,Evening,Rural,Highway,Rainy,345.4732421059232,2,48,61+,Female,0.2154813766710734,1,Moderate,0,2,Severe,5,4,38.29991038472714,1597.173927818645,Wet,Mechanical Failure,6,13382.28890134475,79834.07475162273,North America,2672.5782439312616
886,2009,November,Friday,Afternoon,Urban,Highway,Foggy,478.3069903489991,1,39,18-25,Female,0.1690435896362483,1,Moderate,2,2,Moderate,14,4,51.29714295424547,9264.952848563067,Wet,Distracted Driving,9,31397.92599043776,84947.4994233191,Australia,1092.2743697006772
890,2009,November,Tuesday,Afternoon,Rural,Main Road,Snowy,370.7288153738321,1,63,61+,Male,0.0738398297136325,1,Moderate,0,2,Minor,9,0,6.303087968851622,1070.1647258017165,Wet,Weather,0,38151.815435835386,93723.62476311422,Australia,2626.772076547864
891,2002,October,Thursday,Afternoon,Urban,Street,Rainy,266.9275449900516,3,72,61+,Male,0.1797184049800964,1,Good,2,0,Minor,6,3,27.27371091172031,9570.222323540533,Icy,Distracted Driving,7,25169.36189906321,42372.38855216886,Europe,2672.358277233253
923,2008,December,Saturday,Evening,Urban,Main Road,Windy,279.3403348315966,4,88,61+,Male,0.0966153708615658,0,Good,0,1,Minor,0,0,19.179994883406096,4606.252797972273,Dry,Mechanical Failure,9,1347.1404270277928,8658.04198241999,Australia,4321.804452540485
929,2005,May,Tuesday,Afternoon,Urban,Main Road,Snowy,274.8504746421927,2,70,41-60,Male,0.1667562060645751,1,Moderate,1,0,Minor,16,0,21.1865347095106,8402.307759731299,Snow-covered,Drunk Driving,9,28714.831146400436,27660.56813881023,Asia,3325.523699587013
932,2022,December,Friday,Night,Urban,Highway,Rainy,252.0108386631481,2,58,26-40,Female,0.042075215467813,0,Good,2,0,Severe,6,2,46.89456025567059,8338.40192332707,Dry,Weather,0,3147.7641007387438,32823.30082545361,North America,1495.2527756441018
939,2006,November,Monday,Night,Rural,Street,Snowy,473.9863985924957,2,113,41-60,Female,0.0595925001266316,0,Poor,2,1,Minor,2,3,44.622048058379214,269.2709468790384,Dry,Mechanical Failure,2,27378.20396213345,23252.190514920905,South America,1356.4593854734972
947,2023,November,Tuesday,Evening,Urban,Highway,Windy,240.38358371778784,4,88,<18,Male,0.0516500575384663,1,Moderate,0,0,Moderate,6,1,30.4987916178724,2268.050754005772,Icy,Mechanical Failure,9,36732.27025717336,86638.89230699696,Australia,1509.4129357112593
957,2012,July,Friday,Afternoon,Urban,Main Road,Snowy,224.0471744428773,4,100,18-25,Female,0.0321931391359422,0,Good,0,2,Moderate,19,4,37.53428587851269,3521.0688658852832,Snow-covered,Distracted Driving,4,7492.348255204193,66620.82591259829,North America,1016.823251216392
962,2003,March,Wednesday,Afternoon,Urban,Highway,Snowy,210.45675172853717,2,37,<18,Male,0.2087332143970286,0,Poor,1,2,Severe,6,0,34.77127395584612,7359.191669387197,Icy,Weather,5,1181.2292153341095,55834.4385933335,South America,4625.732013267624
967,2006,August,Friday,Night,Rural,Highway,Foggy,135.9015670966545,4,76,61+,Male,0.1732348215119263,0,Poor,1,1,Severe,11,2,41.67251731480165,1058.683495835828,Wet,Weather,4,46525.23158155074,7410.199038627074,North America,810.8606390744533
