,Year,Month,Day of Week,Time of Day,Urban/Rural,Road Type,Weather Conditions,Visibility Level,Number of Vehicles Involved,Speed Limit,Driver Age Group,Driver Gender,Driver Alcohol Level,Driver Fatigue,Vehicle Condition,Pedestrians Involved,Cyclists Involved,Accident Severity,Number of Injuries,Number of Fatalities,Emergency Response Time,Traffic Volume,Road Condition,Accident Cause,Insurance Claims,Medical Cost,Economic Loss,Region,Population Density
203,2015,July,Wednesday,Afternoon,Urban,Main Road,Clear,285.09079848053733,3,65,41-60,Male,0.0162300430001318,1,Moderate,0,0,Minor,7,1,16.24120776717501,6299.560157826659,Wet,Speeding,8,10354.869782794143,72252.26777458674,Asia,1436.5845621158164
212,2001,February,Friday,Morning,Urban,Main Road,Foggy,88.2895991477515,1,74,26-40,Female,0.1535512715855968,0,Moderate,2,0,Minor,17,0,14.107061724172706,1019.6848144630728,Snow-covered,Weather,4,32549.6084369092,9095.32159218144,Europe,3941.8992073097033
218,2000,April,Saturday,Night,Urban,Main Road,Windy,363.8094313810293,1,55,18-25,Male,0.0770805924812866,1,Poor,0,2,Minor,17,0,23.042834048864687,9638.14000536548,Icy,Distracted Driving,4,30474.53824807916,61314.30934466418,Australia,2339.286806249711
226,2009,February,Friday,Night,Urban,Main Road,Foggy,159.51623644844796,2,113,41-60,Male,0.1836796529737859,0,Good,1,2,Minor,19,1,11.593506715596469,6548.647118964883,Icy,Weather,9,49777.28066923901,74804.28910185938,North America,4915.003541512054
232,2015,July,Wednesday,Afternoon,Rural,Main Road,Snowy,77.33044504520493,2,52,26-40,Female,0.0972251638353416,0,Good,0,2,Severe,7,1,27.505989653401777,2388.966041410596,Dry,Drunk Driving,0,41460.98127289709,34897.800292584456,Asia,2462.002136973418
233,2000,June,Monday,Evening,Rural,Highway,Snowy,181.75779562812215,2,45,<18,Female,0.0676188307891043,1,Poor,0,0,Severe,0,2,55.89603188639256,591.9923314131452,Icy,Distracted Driving,9,9983.382731679996,76591.25870577812,North America,271.0945102419876
247,2014,March,Friday,Night,Rural,Highway,Snowy,459.383108077069,1,88,26-40,Male,0.0154621507878053,1,Moderate,2,2,Severe,19,1,55.7645857847711,2734.315962796928,Dry,Weather,5,31344.12958444629,17538.59381649895,North America,2945.3590796065496
250,2008,September,Thursday,Morning,Urban,Street,Rainy,208.6379043584753,2,70,18-25,Male,0.1911169376904882,0,Good,1,1,Moderate,2,0,46.64852829427147,5143.019479980571,Icy,Mechanical Failure,5,3536.941956754274,6132.584668972439,Europe,4350.97835687648
267,2005,October,Saturday,Evening,Urban,Highway,Foggy,299.723627633534,1,116,<18,Male,0.1946434963655509,0,Moderate,1,0,Minor,1,3,51.221653334765854,9037.786588938758,Icy,Mechanical Failure,9,27547.570430047243,49555.38231966794,North America,2207.9350224156624
284,2002,January,Monday,Afternoon,Rural,Main Road,Windy,205.1125746186636,1,71,26-40,Male,0.0590383866315678,1,Good,0,1,Moderate,15,2,37.886403178753625,6168.591165520945,Wet,Mechanical Failure,7,42134.91040702341,83329.01683827686,South America,2219.144275759554
287,2017,October,Wednesday,Afternoon,Rural,Main Road,Windy,80.13551183614335,1,87,41-60,Male,0.0276960973664976,0,Moderate,2,1,Severe,12,1,7.090432293338937,7374.394304195847,Dry,Speeding,0,43245.19436042557,76606.66698311428,South America,4330.523978811484
299,2014,September,Sunday,Evening,Rural,Highway,Rainy,338.3676437959472,4,72,41-60,Female,0.1401483577217101,0,Moderate,0,0,Severe,10,0,17.821716522665128,571.755901319965,Snow-covered,Drunk Driving,3,27558.89093139381,62335.7489618693,Europe,299.2885922384121
315,2010,January,Sunday,Evening,Rural,Main Road,Clear,400.0721814939077,3,83,41-60,Male,0.0069259812130983,0,Moderate,2,2,Moderate,1,1,54.645483306051965,4182.540299449958,Wet,Weather,2,22962.20762468377,81297.29932799711,Europe,2621.667326571492
320,2013,April,Wednesday,Morning,Rural,Street,Clear,216.8762819961359,2,41,61+,Male,0.1490142478781996,1,Poor,0,2,Minor,12,0,57.13621313370552,9584.303303250244,Dry,Speeding,0,28065.41224009399,15881.608175718158,Australia,984.5447200374527
328,2011,December,Thursday,Afternoon,Rural,Main Road,Windy,134.3557930827205,3,103,61+,Female,0.2299681039649286,0,Good,0,1,Moderate,13,1,51.13535381423912,7287.936077839601,Wet,Speeding,6,9595.028469998331,42270.72094008354,North America,302.770091821504
342,2022,June,Monday,Afternoon,Rural,Highway,Clear,97.93362996170188,3,88,18-25,Female,0.1537984513212037,1,Moderate,1,1,Moderate,10,1,51.64307181582996,8285.320398380283,Wet,Weather,8,42757.95341687965,91913.33826530707,North America,2401.2676998649195
360,2016,December,Friday,Evening,Rural,Main Road,Clear,359.4641262062729,3,67,41-60,Male,0.1789926865480263,1,Moderate,1,1,Minor,8,1,55.97149300651014,8724.288511679339,Wet,Mechanical Failure,1,4775.57838532017,96130.42847508837,North America,3980.548053152873
375,2020,October,Thursday,Night,Rural,Main Road,Rainy,367.48516232633904,1,70,61+,Female,0.1391920320555258,1,Good,0,2,Severe,1,2,8.692526437945949,7246.070310937094,Dry,Mechanical Failure,6,38748.644134381495,46859.8008926626,Europe,164.82593151851987
409,2001,January,Monday,Evening,Urban,Main Road,Snowy,329.7397261960669,1,65,26-40,Male,0.1151300334635129,0,Poor,0,2,Severe,17,0,46.1050321139976,2957.5275650982885,Dry,Speeding,7,810.2455930618007,13458.064102810851,South America,2813.39267573531
412,2007,August,Wednesday,Night,Rural,Highway,Snowy,251.3739562270311,3,108,26-40,Male,0.0056905545987943,0,Poor,0,2,Moderate,6,0,59.7641787838933,5665.94783877524,Wet,Speeding,9,33353.863746278235,82707.78716792756,Australia,2607.051575895346
417,2006,April,Tuesday,Afternoon,Urban,Highway,Rainy,385.70272089443887,3,76,26-40,Male,0.2267814700152374,1,Poor,0,1,Severe,8,3,16.38933359217388,520.4735126291584,Wet,Weather,1,15995.479785083058,93364.67146439344,Asia,1639.5461584119191
433,2022,October,Friday,Evening,Rural,Main Road,Foggy,248.6401174378269,3,60,26-40,Male,0.0629412682682769,1,Poor,1,2,Severe,17,2,28.470905418428263,8600.597440150186,Icy,Mechanical Failure,8,42972.66253440298,81093.0549108251,Asia,3607.366850370471
440,2012,November,Tuesday,Afternoon,Urban,Main Road,Windy,56.796826619412975,3,53,41-60,Female,0.0338905649013526,1,Good,1,0,Severe,4,0,47.37786587716452,4893.99417541838,Dry,Drunk Driving,8,10238.915780431453,74231.42274203087,Europe,2624.615794524843
458,2004,May,Wednesday,Night,Rural,Main Road,Foggy,413.5227875282346,2,103,61+,Female,0.0802944754476162,0,Good,0,1,Minor,6,4,23.35193664656193,8279.665720511974,Icy,Speeding,2,3899.154440079698,34391.55751306576,South America,3301.3583328057284
464,2003,March,Friday,Morning,Urban,Main Road,Foggy,447.9492885662593,3,31,41-60,Male,0.1256537834612514,0,Good,2,1,Minor,9,4,23.449167695245222,2853.224673012265,Wet,Weather,7,15305.721143528375,2078.2532380281064,South America,859.8527305290098
468,2018,June,Sunday,Morning,Rural,Street,Rainy,300.4222449527296,2,106,18-25,Male,0.1371017774341816,0,Poor,2,1,Severe,11,1,33.01217221564886,1319.0301006282243,Icy,Mechanical Failure,5,39492.02122825602,56083.6945322246,North America,222.84480700397825
485,2023,August,Sunday,Night,Urban,Highway,Rainy,291.1853947506784,1,72,26-40,Female,0.1284480207764622,1,Poor,1,0,Minor,1,1,16.81078210427011,889.8175675364665,Wet,Mechanical Failure,1,33369.60971705829,56574.910095405525,South America,1983.1010645746164
494,2009,April,Thursday,Evening,Urban,Highway,Snowy,399.9404102316867,1,40,18-25,Female,0.2264678419686723,0,Moderate,2,2,Minor,16,2,47.623224174862926,8593.721903455273,Dry,Mechanical Failure,4,35248.355655473104,82371.98807501837,Europe,1857.5326731261544
503,2015,November,Thursday,Afternoon,Rural,Highway,Foggy,307.46936042882515,3,42,41-60,Female,0.2494668415794466,1,Poor,0,2,Moderate,8,1,49.78505392216181,2842.551613102556,Snow-covered,Weather,6,3685.737101226796,5125.940557175589,Australia,2605.421215106021
507,2015,December,Saturday,Evening,Rural,Highway,Clear,357.17420501653777,4,46,61+,Female,0.0164078697611213,0,Moderate,0,0,Severe,15,2,21.764888017771487,6430.910869609482,Snow-covered,Mechanical Failure,2,48071.0569472483,14579.168689440425,South America,3668.470810458261
511,2002,January,Thursday,Evening,Rural,Main Road,Rainy,74.69953190116026,3,80,18-25,Female,0.1581621894435477,1,Poor,2,1,Moderate,10,2,43.85523383971724,1657.5444453294524,Snow-covered,Speeding,7,25944.44002825377,14220.504513313868,South America,1080.5904280311208
526,2005,March,Friday,Night,Rural,Street,Foggy,330.1697281379404,2,36,41-60,Female,0.0911190292645978,0,Moderate,0,0,Severe,2,3,14.10881219697517,9351.736640094026,Snow-covered,Weather,7,17566.922589157904,74050.54221528224,Europe,4121.841383568541
531,2000,June,Saturday,Evening,Urban,Highway,Snowy,258.2230058357748,4,95,26-40,Female,0.0155941712763318,1,Poor,0,0,Minor,9,3,35.66649711255058,1096.3336753125716,Snow-covered,Weather,9,47863.42719816997,84943.46029895399,Europe,1001.810281799246
547,2022,March,Saturday,Evening,Urban,Street,Windy,474.9367244827022,3,54,41-60,Male,0.0510944293217431,0,Poor,2,1,Moderate,1,1,41.280835942517655,4764.321472955719,Dry,Drunk Driving,0,20967.34008583622,44336.95933891881,Australia,3635.0346147892574
555,2012,November,Tuesday,Night,Rural,Main Road,Rainy,227.799127111728,2,62,<18,Female,0.1305467669907564,0,Moderate,1,2,Severe,1,3,8.930522432359496,7611.826474943178,Snow-covered,Mechanical Failure,9,30812.90323251368,29543.072913414715,South America,2471.710019171295
564,2002,September,Tuesday,Morning,Rural,Main Road,Rainy,445.9588926707007,1,97,18-25,Male,0.1263512930447195,0,Moderate,2,1,Minor,6,1,33.971047844458425,1985.0562695433248,Icy,Weather,3,23545.525365559315,68192.31612978013,Australia,689.7978547154444
566,2005,March,Monday,Afternoon,Rural,Highway,Rainy,203.917441617884,2,65,<18,Female,0.2280393501616084,0,Moderate,1,2,Severe,11,2,19.857886174899704,609.5583535630465,Icy,Weather,6,28029.22866248557,3812.459273158436,Australia,862.545556531378
571,2012,August,Sunday,Evening,Urban,Highway,Rainy,121.91809044457426,1,70,61+,Male,0.0063996972943846,1,Poor,1,0,Severe,12,4,36.79770287503031,6182.692477966933,Snow-covered,Mechanical Failure,5,46404.72591806501,43465.46953877646,Australia,1250.498947564984
591,2022,December,Tuesday,Afternoon,Rural,Main Road,Foggy,367.485529579321,1,62,18-25,Female,0.0838635191036243,0,Moderate,0,0,Moderate,15,1,52.74008732568139,633.5487223836625,Dry,Distracted Driving,5,5771.582153687077,26654.484630636463,South America,2941.978819387631
598,2003,May,Wednesday,Afternoon,Urban,Main Road,Windy,83.73264724931875,3,34,18-25,Male,0.1465662054420149,0,Poor,0,1,Severe,13,4,5.264007290295888,4762.82612245099,Snow-covered,Weather,9,11679.11021639109,3898.092960025238,Asia,839.2239458528176
615,2011,March,Monday,Afternoon,Rural,Street,Clear,136.42027598140115,4,119,<18,Female,0.1869079693993382,1,Good,1,1,Moderate,12,3,55.35870493258875,4553.563049173311,Dry,Drunk Driving,6,36825.59176147808,66159.92459317578,Europe,3010.631077864842
617,2010,April,Saturday,Night,Urban,Main Road,Clear,222.5031951065368,2,53,61+,Female,0.0255594546447784,1,Poor,0,0,Moderate,15,1,15.306442929740497,5651.537236923878,Dry,Weather,3,30383.695464115877,12160.01985709011,Australia,2138.486922626596
648,2018,October,Monday,Morning,Rural,Street,Snowy,137.9277782104923,4,47,41-60,Male,0.0310808726482836,1,Poor,1,2,Severe,5,3,41.03947448926064,5216.2968295358,Icy,Speeding,1,48385.81276806986,11798.014124269816,Australia,3931.0726657307473
652,2003,December,Monday,Afternoon,Rural,Street,Rainy,292.6385138995617,4,111,18-25,Female,0.1647213409582936,1,Poor,1,2,Minor,10,2,48.56808596480087,8340.603090536331,Dry,Distracted Driving,9,25337.34191647073,93370.16447533324,Australia,2392.889122910215
656,2020,October,Friday,Afternoon,Rural,Highway,Snowy,464.0559452635927,3,59,18-25,Female,0.203597251191481,1,Moderate,0,2,Moderate,8,2,29.25282715722817,1777.1283977781566,Wet,Mechanical Failure,4,31036.731751337877,65842.10963454479,North America,2989.395826993638
669,2012,April,Tuesday,Night,Rural,Highway,Foggy,291.0090143234023,2,87,26-40,Male,0.1858818249967114,1,Good,1,2,Severe,13,2,39.694703339008434,6815.949542710306,Icy,Drunk Driving,0,13645.275831282685,31827.824050714604,North America,4253.795912728685
690,2002,April,Friday,Evening,Rural,Main Road,Rainy,423.0678016340289,3,116,61+,Female,0.0585969064785047,0,Good,2,0,Moderate,15,2,53.379946211310425,7749.343464639624,Dry,Drunk Driving,9,5969.474854952679,71106.77293340927,Asia,3075.8414039759923
724,2004,November,Tuesday,Afternoon,Rural,Street,Clear,194.34273835573345,2,47,61+,Male,0.0952799528806519,1,Poor,1,0,Severe,15,4,33.95313751214192,8487.049034150403,Snow-covered,Drunk Driving,8,23044.490761483503,33087.39089273619,Asia,4738.690794581444
725,2011,December,Monday,Night,Urban,Highway,Rainy,253.076983087029,3,31,18-25,Female,0.212594587958677,1,Good,1,2,Severe,11,3,55.61386685967291,9688.67435085541,Snow-covered,Speeding,5,38959.42211960616,67936.26858063298,Asia,4181.0082251155145
729,2016,December,Tuesday,Night,Urban,Street,Windy,319.23420882636333,1,82,18-25,Female,0.0869793281318817,0,Moderate,1,2,Moderate,3,3,42.69455030327221,5228.967798366628,Wet,Speeding,1,45245.95571734521,76803.66600075863,Asia,2163.3436732471764
734,2018,June,Tuesday,Morning,Urban,Street,Foggy,169.48988380076025,3,106,26-40,Male,0.0602245017002441,1,Moderate,1,0,Moderate,7,0,17.084874803396787,5067.939397560669,Icy,Weather,9,13269.05925688763,89651.36386643369,Europe,1675.9287786834254
758,2018,June,Sunday,Evening,Urban,Street,Rainy,351.40708425488583,4,54,<18,Female,0.0718975953380354,0,Moderate,1,1,Severe,0,0,5.880538516374624,5575.286050326618,Dry,Drunk Driving,4,33275.5565056512,19100.10994013748,Asia,2086.8605835151943
765,2014,September,Sunday,Afternoon,Urban,Main Road,Rainy,236.26126127058308,3,119,<18,Female,0.2463872624205388,0,Moderate,0,0,Minor,11,1,41.20621971121527,2149.528669947956,Icy,Drunk Driving,0,25974.58485715996,41062.34700176217,North America,4732.520454568286
798,2019,November,Tuesday,Evening,Urban,Street,Windy,348.22788167029285,4,51,61+,Female,0.2135329916437228,1,Poor,2,0,Minor,5,1,25.05069514677468,4462.746635998636,Icy,Weather,6,38555.95819782139,95495.0500482336,South America,4126.710527588341
830,2010,May,Wednesday,Afternoon,Urban,Main Road,Foggy,59.43588058406378,4,53,41-60,Male,0.042258699069878,0,Good,0,0,Minor,5,3,35.625350575488724,3833.365761418759,Dry,Mechanical Failure,6,24292.41922079348,26307.326945817404,South America,4851.188127728359
846,2012,July,Tuesday,Night,Rural,Highway,Rainy,300.87559672135103,4,59,18-25,Female,0.1919962554086657,1,Good,0,1,Minor,4,4,47.58620327511469,9886.19794566294,Wet,Mechanical Failure,8,12819.691978337374,88425.89273449032,Europe,4124.082862861749
874,2017,January,Friday,Afternoon,Urban,Main Road,Foggy,126.2049136703626,1,90,<18,Male,0.0419657084960818,1,Moderate,2,1,Severe,13,1,59.554898145075285,119.85002537725276,Wet,Speeding,6,8238.960582718466,9555.983521720018,Europe,3044.12554699661
911,2024,April,Sunday,Night,Rural,Highway,Snowy,66.21206770404282,2,110,26-40,Female,0.2140996465978625,1,Good,2,1,Moderate,2,4,27.389738546745832,3912.852357605852,Dry,Distracted Driving,2,35166.47263167605,47861.83290975145,South America,3812.5372759126
919,2003,June,Monday,Evening,Urban,Main Road,Windy,373.5741212300428,4,51,26-40,Male,0.1420623838284202,1,Moderate,0,1,Severe,19,1,43.82399548060923,1743.5790950947437,Wet,Distracted Driving,2,16508.05008458897,12844.06188092414,South America,4819.045344060541
928,2022,May,Monday,Night,Urban,Highway,Rainy,245.67426394827925,2,67,41-60,Male,0.0291943008775009,0,Moderate,2,1,Minor,11,2,36.45473948505487,7396.36758287251,Icy,Mechanical Failure,4,4498.149651913485,42815.05291636121,North America,4141.352862845561
950,2010,July,Monday,Evening,Urban,Highway,Foggy,284.09838357749453,2,72,<18,Female,0.0920756224070102,1,Good,2,1,Minor,2,0,40.23531507467966,7574.61168935954,Wet,Mechanical Failure,7,19702.7821569467,80381.53980507643,Asia,2372.603798804448
953,2008,June,Wednesday,Evening,Urban,Street,Rainy,432.1336503837184,1,52,41-60,Female,0.1851937740814538,0,Poor,0,2,Severe,15,1,17.1611362251952,3350.4321764256206,Icy,Weather,5,9980.48133482137,31224.262019789017,Europe,4285.880449487754
959,2001,January,Tuesday,Morning,Rural,Street,Windy,357.21377146113,4,56,41-60,Female,0.0820263942329084,1,Good,1,0,Severe,15,3,58.995395397994365,6533.598039186432,Icy,Mechanical Failure,1,843.1924941515119,21112.05013395589,Europe,1177.5164697076964
972,2020,September,Wednesday,Morning,Rural,Street,Foggy,292.48046259672867,1,72,61+,Female,0.1930007435597949,1,Poor,0,0,Severe,0,4,19.12172809506337,8637.356741493157,Snow-covered,Mechanical Failure,3,19950.673030077764,56978.94903028402,Europe,3514.589569174172
991,2020,August,Saturday,Morning,Rural,Main Road,Clear,410.02694009380383,4,31,26-40,Male,0.1569296996176828,1,Moderate,2,2,Severe,12,4,53.94418141294036,7085.75579937105,Icy,Distracted Driving,1,25424.856011840297,22877.96921008606,Europe,1732.415194614517
1015,2020,April,Wednesday,Morning,Rural,Main Road,Rainy,168.16842801339808,4,53,26-40,Female,0.1398549811546916,1,Good,2,0,Minor,17,4,48.01261623883075,9551.888812360135,Snow-covered,Distracted Driving,8,49535.91654976098,93159.60763046268,Asia,852.0527837944318
1035,2001,July,Saturday,Evening,Urban,Highway,Rainy,207.789150391425,2,48,26-40,Female,0.1080923823209276,0,Good,0,1,Minor,6,1,53.484205655600405,942.3451741475584,Snow-covered,Mechanical Failure,1,28692.54570447378,73154.01025645476,Asia,4398.194521336652
1044,2006,August,Monday,Afternoon,Urban,Main Road,Clear,190.5408351588771,1,100,<18,Male,0.1031220711630798,1,Moderate,0,1,Severe,12,1,11.318833028110063,9707.060796665884,Snow-covered,Distracted Driving,4,17759.32440458721,55939.22240054302,South America,3059.385121328203
1077,2006,May,Friday,Night,Urban,Street,Rainy,67.14438194447985,4,69,61+,Male,0.116838364096582,1,Moderate,2,2,Minor,10,0,51.50836794399777,9454.26875559643,Icy,Weather,2,37493.690892539744,71043.92969201987,South America,2304.7291648679134
1080,2000,July,Friday,Evening,Rural,Street,Windy,145.29242684358928,1,105,41-60,Female,0.2366670658908626,1,Poor,0,2,Moderate,5,1,11.317575390088445,3303.813149132623,Dry,Distracted Driving,9,42269.67369546569,68755.85651227772,Australia,3616.7195978150767
1096,2020,August,Monday,Afternoon,Urban,Street,Foggy,158.77683743420545,4,81,18-25,Male,0.0230554388397382,1,Poor,1,1,Severe,10,3,6.696862429101329,5503.378283828406,Dry,Speeding,3,20115.14773419723,84587.14966137469,South America,1678.3235908057502
1105,2014,October,Tuesday,Afternoon,Rural,Highway,Windy,308.29418454197616,4,42,26-40,Male,0.1870232468114689,0,Moderate,0,0,Severe,12,4,51.61082471234072,2982.58969062726,Wet,Drunk Driving,6,40249.9164121685,23407.98562168768,Europe,3445.5241415558357
1145,2007,May,Friday,Afternoon,Rural,Main Road,Clear,357.19988931503576,2,44,18-25,Female,0.2146034286247555,1,Moderate,1,2,Severe,14,0,17.74820345431642,2092.474032826065,Snow-covered,Mechanical Failure,3,16696.563520137566,84321.30843072652,North America,2041.7679816595412
1148,2000,November,Thursday,Night,Urban,Street,Snowy,114.53477841203534,1,59,26-40,Male,0.0379079684892752,1,Good,1,0,Severe,17,3,59.88590812929747,8940.85656144508,Snow-covered,Mechanical Failure,2,14989.659355209473,83951.20772139187,Australia,730.1569427397114
1155,2018,July,Monday,Night,Rural,Highway,Windy,372.7374784247232,4,109,61+,Male,0.0407514770548205,1,Good,2,2,Moderate,18,2,39.1715552487488,2329.2575761113867,Dry,Weather,4,46200.30893932297,85896.56333255026,Asia,1423.34402918324
1174,2004,November,Thursday,Evening,Urban,Highway,Rainy,467.439868288293,4,99,18-25,Male,0.1589155963206848,1,Poor,2,0,Severe,8,2,59.09680577238556,6922.321085378978,Wet,Speeding,0,2760.5321639489016,50667.05983331878,Australia,4379.790420716565
1186,2024,August,Friday,Morning,Urban,Main Road,Clear,227.90806952620972,3,113,61+,Male,0.2309625978280126,0,Moderate,1,2,Minor,14,4,21.014731882653443,382.3762117239099,Dry,Drunk Driving,2,1278.861435387975,62036.52143211356,South America,3804.765031469694
1233,2018,March,Wednesday,Evening,Urban,Street,Windy,383.09009120592,3,59,18-25,Female,0.0486714729010057,0,Moderate,0,0,Minor,5,1,16.20641380472594,2345.9114255683453,Dry,Distracted Driving,6,46970.874917885776,88951.70353258957,South America,231.04938195852503
1239,2022,December,Friday,Morning,Urban,Highway,Clear,402.4745347847339,4,40,26-40,Female,0.0840768442320429,0,Poor,2,2,Moderate,3,0,27.92828211480612,9589.10268639,Wet,Weather,4,47790.32607475585,52602.904281884345,South America,25.717514271620413
1250,2001,January,Monday,Night,Rural,Street,Rainy,232.52835916359905,3,57,41-60,Female,0.1992633884183977,0,Poor,2,1,Moderate,18,1,23.18144447568377,3685.318459028253,Wet,Distracted Driving,1,13933.050753137812,48381.85944344581,South America,1740.5187446925872
1254,2004,November,Friday,Morning,Rural,Street,Windy,63.79646066419125,1,39,41-60,Female,0.0078676389174826,0,Moderate,1,0,Severe,9,4,33.323770335438155,9654.997796404072,Wet,Speeding,8,37827.86705641107,32447.51060353298,North America,2440.197732236881
1278,2015,May,Tuesday,Morning,Urban,Main Road,Rainy,317.2056755030194,2,75,41-60,Female,0.1816832678094494,1,Moderate,2,2,Moderate,3,3,6.175962062293749,5448.877849330224,Wet,Weather,9,36445.903967670194,47158.87287827942,Europe,3612.56693953522
